,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,4217003082.71,8370233260.31,10103998634.10,12047980836.24,12231221534.44,12676858042.72
营业收入,4217003082.71,8370070679.70,10092528071.07,12029753608.83,12171466618.55,12621711761.38
二、营业总成本,4072682718.49,8116208780.32,9796528989.89,11710379033.60,12184908747.12,12534382530.15
营业成本,3847151762.77,7603758074.36,9048017215.66,10839961812.50,11031241588.93,11391330172.19
营业税金及附加,21582449.07,43975024.28,16506155.39,3779184.66,4925260.56,5185990.39
销售费用,187825001.44,367013733.44,547499577.82,679922906.65,819798612.02,911966519.80
管理费用,37190750.10,90072297.38,152621151.39,160874710.72,161991849.68,174440313.75
财务费用,-24493161.98,3715177.21,15368506.79,3206128.02,53381112.79,51459534.02
研发费用,0,0,0,0,0,0
资产减值损失,3425917.09,7674473.65,16516382.84,22634291.05,113570323.14,0
公允价值变动收益,0,0,0,0,0,0
投资收益,0,-1760.12,5806059.22,11631074.18,39500743.85,11855752.09
其中:对联营企业和合营企业的投资收益,0,-1760.12,5806059.22,8690231.13,5940052.37,-2493704.03
汇兑收益,0,0,0,0,0,0
三、营业利润,144320364.22,254022719.87,313275703.43,349232876.82,85997872.21,117738606.17
加:营业外收入,4050860.78,4374385.87,5233441.44,4247868.08,3869052.17,9522353.71
减：营业外支出,103919.65,783776.17,588892.82,886566.99,1396215.00,11196822.73
其中：非流动资产处置损失,53919.65,82005.63,364470.58,0,0,0
四、利润总额,148267305.35,257613329.57,317920252.05,352594177.91,88470709.38,116064137.15
减：所得税费用,39529166.26,47953078.52,72438702.46,72798297.75,39043822.72,38684218.49
五、净利润,108738139.09,209660251.05,245481549.59,279795880.16,49426886.66,77379918.66
归属于母公司所有者的净利润,108742724.89,186704704.40,214864942.83,232624021.32,23566059.45,68611707.30
少数股东损益,-4585.80,22955546.65,30616606.76,47171858.84,25860827.21,8768211.36
基本每股收益(元/股),1.885000,0.471000,0.260000,0.280000,0.028000,0.078000
稀释每股收益(元/股),1.885000,0.465000,0.256000,0.279000,0.056000,0.101000
七、其他综合收益,0,25828.38,557607.87,160595.93,5167818.16,5381007.03
八、综合收益总额,108738139.09,209686079.43,246039157.46,279956476.09,54594704.82,82760925.69
归属于母公司所有者的综合收益总额,108742724.89,186717877.33,215219414.78,232383390.36,27955363.67,72815816.42
归属于少数股东的综合收益总额,-4585.80,22968202.10,30819742.68,47573085.73,26639341.15,9945109.27
