,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,3362620919.51,2804290571.16,5741144000.92,5326388718.81,6670960235.45,8371976599.05
营业收入,3362620919.51,2804290571.16,2805428122.35,5326388718.81,6670960235.45,8371976599.05
二、营业总成本,3075409511.78,2562862964.26,4992251848.17,4275833745.18,5967328222.39,6029885830.42
营业成本,2557938702.56,2100958198.47,2057427079.93,4275833745.18,5967328222.39,6029885830.42
营业税金及附加,49002896.40,45299988.94,68092545.93,53810321.64,61942057.87,48556257.57
销售费用,449463512.19,391629999.23,354676254.92,0,0,0
管理费用,57682256.16,50937497.64,1279167944.82,0,0,0
财务费用,-39848979.18,-27077691.86,-25445661.23,0,0,0
研发费用,0,0,0,0,0,0
资产减值损失,1171123.65,1114971.84,21129170.79,54663485.68,362338830.37,0
公允价值变动收益,0,0,-2784651.93,9711422.91,-10161594.89,-43621665.52
投资收益,66096687.29,88611329.45,438073035.25,942631606.07,1796448781.63,2110831080.01
其中:对联营企业和合营企业的投资收益,40262.46,42225.47,15415238.95,53745781.28,121719460.86,8230711.19
汇兑收益,0,0,3731993.24,-5877527.33,-2034916.53,1055300.72
三、营业利润,353308095.02,330038936.35,1187912529.31,1050554973.63,703632013.06,2342090768.63
加:营业外收入,2915218.42,19641781.29,41255523.07,61203415.69,76477542.50,42795850.62
减：营业外支出,1667213.06,36186279.50,18204449.79,15531710.03,29971799.22,60676616.33
其中：非流动资产处置损失,621334.63,370549.85,642782.60,0,0,0
四、利润总额,354556100.38,313494438.14,1210963602.59,1096226679.29,750137756.34,2324210002.92
减：所得税费用,91831229.84,84439061.64,304335604.14,236601214.90,142441796.38,650582069.02
五、净利润,262724870.54,229055376.50,906627998.45,859625464.39,607695959.96,1673627933.90
归属于母公司所有者的净利润,262687141.31,229064872.41,620495822.85,633318753.68,449984788.90,1178887864.23
少数股东损益,37729.23,-9495.91,286132175.60,226306710.71,157711171.06,494740069.67
基本每股收益(元/股),0.730000,0.640000,0.344000,0.285000,0.195000,0.428000
稀释每股收益(元/股),0.730000,0.640000,0.344000,0.285000,0.195000,0.428000
七、其他综合收益,0,0,-130176647.28,-111014396.38,74907086.58,1284826.00
八、综合收益总额,262724870.54,229055376.50,776451351.17,748611068.01,682603046.54,1674912759.90
归属于母公司所有者的综合收益总额,262687141.31,229064872.41,597546660.98,588013925.42,545253336.95,1180172690.23
归属于少数股东的综合收益总额,37729.23,-9495.91,178904690.19,160597142.59,137349709.59,494740069.67
