,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,8641340504.98,16522946227.28,21107950272.33,27101395690.07,33923561491.93,38771002448.55
营业收入,8641340504.98,16522946227.28,21107950272.33,27101395690.07,33923561491.93,38771002448.55
二、营业总成本,8054081039.19,15447093404.77,19695798029.92,25511831836.69,31701056651.02,36828975057.53
营业成本,7002334743.63,13733507190.13,17649679762.20,22910330081.50,28945172344.92,33802398866.59
营业税金及附加,38361459.27,30595867.91,87499141.70,85106428.80,98574873.56,108599263.34
销售费用,410621608.62,679930344.76,773374187.80,881177397.51,1009953376.09,1100632923.25
管理费用,479223312.20,940661568.47,1063693156.46,1394654530.85,485819905.02,532811603.80
财务费用,79098515.64,55291318.47,51522596.93,184473580.14,38944610.88,183788796.89
研发费用,0,0,0,0,1071810367.02,1100743603.66
资产减值损失,44441399.83,7107115.03,70029184.83,56089817.89,50781173.53,0
公允价值变动收益,-14089050.10,56838831.31,3650555.97,-43298418.73,-16014345.11,126813706.93
投资收益,97945133.41,-10610632.88,357366091.79,347537604.74,69906066.97,17153616.93
其中:对联营企业和合营企业的投资收益,3163194.65,5324713.49,5278877.62,5978985.66,9081259.96,11583273.23
汇兑收益,0,0,0,0,0,0
三、营业利润,671115549.10,1122081020.94,1773168890.17,2089976491.70,2490332656.73,2325096067.46
加:营业外收入,49944166.52,98512128.20,105246059.84,8371554.32,16438266.95,18097684.98
减：营业外支出,6781899.23,16030719.90,7888185.54,7660527.14,19182095.33,39861459.27
其中：非流动资产处置损失,754594.95,7311194.06,3814757.11,0,0,0
四、利润总额,714277816.39,1204562429.24,1870526764.47,2090687518.88,2487588828.35,2303332293.17
减：所得税费用,122892264.75,193821459.33,275054611.48,293140961.48,357169101.32,335075940.93
五、净利润,591385551.64,1010740969.91,1595472152.99,1797546557.40,2130419727.03,1968256352.24
归属于母公司所有者的净利润,565527350.11,987728515.20,1588048250.74,1788363848.53,2121564299.85,1969313869.00
少数股东损益,25858201.53,23012454.71,7423902.25,9182708.87,8855427.18,-1057516.76
基本每股收益(元/股),0.760000,0.988000,0.608000,0.591000,0.692000,0.652000
稀释每股收益(元/股),0.760000,0.988000,0.608000,0.591000,0.692000,0.629000
七、其他综合收益,-98912061.89,222782270.80,210553567.71,-119772167.08,-130712671.68,64930343.80
八、综合收益总额,492473489.75,1233523240.71,1806025720.70,1677774390.32,1999707055.35,2033186696.04
归属于母公司所有者的综合收益总额,478190505.14,1256937390.87,1798640556.63,1668912826.65,1992235858.54,2034423338.37
归属于少数股东的综合收益总额,14282984.61,-23414150.16,7385164.07,8861563.67,7471196.81,-1236642.33
