,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,597849201.89,683141160.39,1055056670.89,2584187565.78,3135122919.82,3133447697.27
营业收入,597849201.89,683141160.39,1055056670.89,2584187565.78,3135122919.82,3133447697.27
二、营业总成本,433065549.37,510261911.60,862170527.90,2276633699.77,2832748296.16,2861228034.65
营业成本,262418273.38,282017028.23,484525545.51,1596175885.73,2039765449.71,2055878787.38
营业税金及附加,4826932.89,6328593.93,9243286.44,16759518.96,17564865.58,14381222.26
销售费用,84601082.26,107398196.81,151305811.31,262517332.14,315854011.55,364526005.91
管理费用,73014151.72,111137318.68,199287482.86,192173944.32,225317687.53,218893732.94
财务费用,5543654.56,380191.63,9067816.59,59406803.77,82698386.01,79288135.36
研发费用,0,0,0,92568410.23,109640346.03,128260150.80
资产减值损失,2661454.56,3000582.32,8740585.19,57031804.62,41907549.75,0
公允价值变动收益,0,0,0,0,0,0
投资收益,0,3274246.58,17109151.23,19061064.71,10476205.89,31216244.69
其中:对联营企业和合营企业的投资收益,0,0,-589826.77,8653456.49,2441102.84,15554108.81
汇兑收益,0,0,0,0,0,0
三、营业利润,164783652.52,176153495.37,209995294.22,345654175.26,341711899.74,-525429206.92
加:营业外收入,5864589.39,18123912.27,18566484.86,2217401.47,226988.10,2317399.68
减：营业外支出,3897501.90,2755690.88,2496215.71,1333189.89,1531129.31,1962861.62
其中：非流动资产处置损失,0,0,0,0,0,0
四、利润总额,166750740.01,191521716.76,226065563.37,346538386.84,340407758.53,-525074668.86
减：所得税费用,29960761.79,32059555.25,37964847.25,88951756.84,91727701.35,51552049.56
五、净利润,136789978.22,159462161.51,188100716.12,257586630.00,248680057.18,-576626718.42
归属于母公司所有者的净利润,137684356.61,161267521.77,177494663.92,229700185.54,241172082.63,-559912183.23
少数股东损益,-894378.39,-1805360.26,10606052.20,27886444.46,7507974.55,-16714535.19
基本每股收益(元/股),1.620000,0.520000,0.520000,0.660000,0.710000,-1.630000
稀释每股收益(元/股),1.620000,0.520000,0.520000,0.660000,0.700000,-1.630000
七、其他综合收益,16291.69,854986.69,7417726.16,-10787159.37,5190601.36,1522332.91
八、综合收益总额,136806269.91,160317148.20,195518442.28,246799470.63,253870658.54,-575104385.51
归属于母公司所有者的综合收益总额,137700648.30,162122508.46,184937246.30,221765760.73,240985796.30,-559670729.96
归属于少数股东的综合收益总额,-894378.39,-1805360.26,10581195.98,25033709.90,12884862.24,-15433655.55
