,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,733234727.46,1128583974.64,1314967805.29,1611974436.67,2037713936.33,2121173720.66
营业收入,733234727.46,1128583974.64,1314967805.29,1611974436.67,2037713936.33,2121173720.66
二、营业总成本,644202763.36,999861960.70,1154205164.39,1374999034.83,1752182799.64,2144005081.65
营业成本,442067555.96,700819349.10,770438027.98,908111909.75,1202806187.26,1554940283.04
营业税金及附加,2555217.46,5809957.53,12173783.94,15774735.59,22137191.35,25103599.03
销售费用,40640229.07,46361497.34,47375904.27,48258780.76,70002961.69,80968982.29
管理费用,128553200.49,215091052.51,264419652.29,304902841.95,150158425.30,176818147.72
财务费用,23784893.28,17157206.29,58860467.02,70251069.09,66268200.59,79173566.34
研发费用,0,0,0,0,231799180.39,227000503.23
资产减值损失,6601667.10,14622897.93,937328.89,27699697.69,9010653.06,0
公允价值变动收益,6770.00,-13500.00,32825.00,0,0,0
投资收益,-34080.22,53705432.35,48655868.87,5750002.16,11894455.33,19407074.72
其中:对联营企业和合营企业的投资收益,0,0,1671831.35,-1819641.61,82530.00,-2985247.70
汇兑收益,0,0,0,0,0,0
三、营业利润,89004653.88,182413946.29,209451334.77,250703728.17,316534749.07,-1811566594.83
加:营业外收入,40802639.80,39728159.84,116241260.44,18789289.83,11031309.71,12978921.86
减：营业外支出,629550.52,397029.54,1638150.38,312346.67,1630487.37,1371503.25
其中：非流动资产处置损失,0,94490.64,147702.52,0,0,0
四、利润总额,129177743.16,221745076.59,324054444.83,269180671.33,325935571.41,-1799959176.22
减：所得税费用,14826299.02,28694089.56,16518936.05,20524306.96,18024964.62,1698996.59
五、净利润,114351444.14,193050987.03,307535508.78,248656364.37,307910606.79,-1801658172.81
归属于母公司所有者的净利润,110029056.96,194690096.58,303579054.80,249411156.16,314377918.28,-1794232923.06
少数股东损益,4322387.18,-1639109.55,3956453.98,-754791.79,-6467311.49,-7425249.75
基本每股收益(元/股),0.450000,0.640000,0.850000,0.350000,0.400000,-2.300000
稀释每股收益(元/股),0.450000,0.640000,0.850000,0.350000,0.400000,-2.300000
七、其他综合收益,1542249.00,-1696044.45,-955945.52,-3524161.68,6076754.84,1169485.80
八、综合收益总额,115893693.14,191354942.58,306579563.26,245132202.69,313987361.63,-1800488687.01
归属于母公司所有者的综合收益总额,111011684.27,192196950.29,305421297.25,245879524.14,320442703.66,-1793081211.64
归属于少数股东的综合收益总额,4882008.87,-842007.71,1158266.01,-747321.45,-6455342.03,-7407475.37
