,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,736310772.32,678952813.95,724045892.57,851941551.77,966083626.74,1460725499.65
营业收入,736310772.32,678952813.95,724045892.57,851941551.77,966083626.74,1460725499.65
二、营业总成本,610619752.96,567572367.47,595118743.41,737354653.17,893018440.20,1340881797.80
营业成本,485787752.08,452263420.63,469591570.05,582588778.05,705861776.89,1082580674.42
营业税金及附加,4860596.08,4967236.05,5953847.01,6828931.86,8139949.37,10576736.93
销售费用,50974725.65,50176813.83,54723195.29,60605514.90,61104232.35,101550199.95
管理费用,59373463.46,57943092.09,58046361.02,73555965.30,72785936.51,95233639.75
财务费用,5468256.42,-802348.93,-2497463.83,3681071.27,-663918.41,7079187.45
研发费用,0,0,0,0,34258325.71,43861359.30
资产减值损失,4154959.27,3024153.80,9301233.87,10094391.79,11532137.78,0
公允价值变动收益,34516.40,0,0,0,0,1163797.26
投资收益,-23360.10,-4338336.40,300618.54,9843257.26,17841612.19,10416499.26
其中:对联营企业和合营企业的投资收益,0,0,0,0,-18448.42,-801841.83
汇兑收益,0,0,0,0,0,0
三、营业利润,125702175.66,107042110.08,129227767.70,127988230.51,95505452.40,129679207.26
加:营业外收入,6863769.90,5836889.86,6218947.70,2820359.03,2189462.44,1703191.37
减：营业外支出,1364988.72,1930452.74,645264.93,412021.90,948541.66,355410.37
其中：非流动资产处置损失,360208.97,204406.00,189566.48,0,0,0
四、利润总额,131200956.84,110948547.20,134801450.47,130396567.64,96746373.18,131026988.26
减：所得税费用,21204780.91,16872074.18,22873958.41,20673104.70,13462994.27,9964742.28
五、净利润,109996175.93,94076473.02,111927492.06,109723462.94,83283378.91,121062245.98
归属于母公司所有者的净利润,109996175.93,94076473.02,111896233.44,109177341.16,83398392.88,121096110.95
少数股东损益,0,0,31258.62,546121.78,-115013.97,-33864.97
基本每股收益(元/股),1.220000,1.050000,1.240000,1.020000,0.690000,0.770000
稀释每股收益(元/股),1.220000,1.050000,1.240000,1.020000,0.690000,0.770000
七、其他综合收益,-1946304.75,-843513.43,488990.80,4100239.04,-3909485.87,-1547464.83
八、综合收益总额,108049871.18,93232959.59,112416482.86,113823701.98,79373893.04,119514781.15
归属于母公司所有者的综合收益总额,108049871.18,93232959.59,112385224.24,113277580.20,79488907.01,119548646.12
归属于少数股东的综合收益总额,0,0,31258.62,546121.78,-115013.97,-33864.97
