,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,2562928243.50,2820446284.24,3000277807.29,3274698153.55,3823804735.39,4565798004.94
营业收入,2562928243.50,2820446284.24,3000277807.29,3274698153.55,3823804735.39,4565798004.94
二、营业总成本,2201260893.36,2421044793.37,2613992639.22,2849678158.48,3349549517.74,4014772582.04
营业成本,645434733.46,713821583.98,760742273.62,793696937.20,904941140.90,998914717.00
营业税金及附加,40756701.90,46417742.57,58569104.54,67492767.12,73888934.67,74732389.93
销售费用,1091061592.51,1214827704.52,1340605021.72,1565883821.59,1888338062.33,2275343752.53
管理费用,353594233.01,398621030.49,409630563.96,371716311.16,149653322.68,184634896.40
财务费用,68409086.15,44009913.68,42879536.32,50866925.06,43973033.06,38509791.08
研发费用,0,0,0,0,292780111.59,442637035.10
资产减值损失,2004546.33,3346818.13,1566139.06,21396.35,-4025087.49,0
公允价值变动收益,0,0,0,0,0,0
投资收益,-1030.95,-683799.17,490475.03,1933733.94,2793699.50,3330225.74
其中:对联营企业和合营企业的投资收益,-1030.95,2183.27,1424.02,21548.13,1832.64,-1718.10
汇兑收益,0,0,0,0,0,0
三、营业利润,361666319.19,398717691.70,386775643.10,441951629.64,500625757.61,578915435.41
加:营业外收入,17934559.90,23691926.39,49051502.54,1382132.57,1222531.32,1060693.43
减：营业外支出,7077694.66,3640373.60,6342135.09,4431068.75,5845812.85,4621158.03
其中：非流动资产处置损失,1383359.43,469067.65,1225594.67,0,0,0
四、利润总额,372523184.43,418769244.49,429485010.55,438902693.46,496002476.08,575354970.81
减：所得税费用,49412654.54,53525809.63,53339076.26,60721227.68,58400379.34,58842075.92
五、净利润,323110529.89,365243434.86,376145934.29,378181465.78,437602096.74,516512894.89
归属于母公司所有者的净利润,319614208.39,362336257.61,373740970.95,373782724.75,431386148.97,506993260.36
少数股东损益,3496321.50,2907177.25,2404963.34,4398741.03,6215947.77,9519634.53
基本每股收益(元/股),0.640000,0.710000,0.610000,0.610000,0.730000,0.860000
稀释每股收益(元/股),0.640000,0.710000,0.610000,0.610000,0.730000,0.860000
七、其他综合收益,6040.94,629402.03,21899.31,197442.15,0,0
八、综合收益总额,323116570.83,365872836.89,376167833.60,378378907.93,437602096.74,516512894.89
归属于母公司所有者的综合收益总额,319620249.33,362965659.64,373762870.26,373980166.90,431386148.97,506993260.36
归属于少数股东的综合收益总额,3496321.50,2907177.25,2404963.34,4398741.03,6215947.77,9519634.53
