,20141231,20151231,20161231,20171231,20181231,20191231
货币资金,651598813.90,1003318890.46,1255461996.31,883638840.87,682871996.76,453870865.15
交易性金融资产,0,0,0,0,0,265317647.52
衍生金融资产,0,0,0,0,0,0
应收票据及应收账款,0,0,530206550.00,585112554.52,603925311.61,619661009.21
应收票据,15500000.00,9802200.00,2400000.00,1457000.00,11838000.00,11123479.87
应收账款,357631296.41,480927036.18,527806550.00,583655554.52,592087311.61,608537529.34
应收款项融资,0,0,0,0,0,0
预付款项,12691376.87,9474239.64,13655990.54,43844318.32,17244134.70,13750212.97
其他应收款(合计),0,0,30849407.89,30641188.28,18092626.35,13514371.04
应收利息,0,0,0,0,0.00,0
应收股利,0,0,0,0,0.00,0
其他应收款,19278802.47,38617036.14,30849407.89,30641188.28,18092626.35,13514371.04
买入返售金融资产,0,0,0,0,0,0
存货,149438843.16,210573161.67,320956088.07,338103568.71,337331491.71,353762659.54
划分为持有待售的资产,0,0,0,0,0,0
一年内到期的非流动资产,7093058.33,6709936.11,0,0,0,0
待摊费用,0,0,0,0,0,0
待处理流动资产损益,0,0,0,0,0,0
其他流动资产,165333.36,37700.00,186673507.22,219894604.87,171775032.09,64070230.91
流动资产合计,1213397524.50,1759460200.20,2337803540.03,2101235075.57,1831240593.22,1783946996.34
发放贷款及垫款,0,0,0,0,0,0
可供出售金融资产,137870377.45,137870377.45,554790377.45,516895137.29,408885293.37,0
持有至到期投资,0,0,0,0,0,0
长期应收款,13776209.19,0,0,0,0,0
长期股权投资,31233934.63,33520525.01,36776261.46,38291264.57,59636697.65,42509439.58
投资性房地产,14036232.23,13429863.11,12876960.60,64179805.06,307763121.33,299873380.53
在建工程(合计),0,0,1057715264.08,419128323.15,272907169.66,305522967.89
在建工程,471556912.12,777248882.49,1057715264.08,419128323.15,272907169.66,305522967.89
工程物资,0,371753884.61,0,0,0,0
固定资产及清理(合计),0,0,1372280481.43,2322574624.47,2335426062.84,3347570984.22
固定资产净额,758987944.75,1069313966.95,1372280481.43,2322574624.47,2335426062.84,3347570984.22
固定资产清理,0,0,0,0,0,0
生产性生物资产,0,0,0,0,0,0
公益性生物资产,0,0,0,0,0,0
油气资产,0,0,0,0,0,0
使用权资产,0,0,0,0,0,0
