,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,1092783894.36,1042599857.95,1171961954.75,1335083506.96,1593039258.42,1523390234.14
营业收入,1092783894.36,1042599857.95,1171961954.75,1335083506.96,1593039258.42,1523390234.14
二、营业总成本,1069729989.92,1103080379.64,1078680293.93,1217340867.66,1430720130.47,1399461927.68
营业成本,834230537.75,812166166.06,867128489.04,976196604.60,1153845166.13,1176044056.86
营业税金及附加,8549598.18,9604365.21,15300050.69,17535016.51,21282106.86,17902304.13
销售费用,100921644.55,86004693.43,86254571.51,89039010.57,104851510.81,85059732.05
管理费用,112443857.31,134410404.64,107605856.58,116264154.05,131524571.88,118435897.94
财务费用,2514811.90,2509187.52,-1475260.54,10291819.69,-5225657.05,1321345.41
研发费用,0,0,0,0,8480835.44,698591.29
资产减值损失,11069540.23,58385562.78,3866586.65,8014262.24,15961596.40,0
公允价值变动收益,536300.00,1018970.00,0.00,0,0,0
投资收益,-6681841.71,-133654172.04,-27415004.13,-3530139.94,-10264523.58,-6364904.66
其中:对联营企业和合营企业的投资收益,-6738808.69,-133295019.47,-27415004.13,-3530139.94,-10264523.58,-6364904.66
汇兑收益,0,0,0,0,0,0
三、营业利润,16908362.73,-193115723.73,65866656.69,122028215.61,160884498.18,100954334.13
加:营业外收入,32394897.90,15616360.47,10414265.69,1607052.88,6073472.91,3130121.28
减：营业外支出,5709428.95,6410448.25,4435229.12,4551716.28,15510099.33,4519520.49
其中：非流动资产处置损失,3072304.77,5407365.61,2468627.91,0,0,0
四、利润总额,43593831.68,-183909811.51,71845693.26,119083552.21,151447871.76,99564934.92
减：所得税费用,14546625.17,17179628.04,17598124.69,18755142.68,23323575.61,16063466.24
五、净利润,29047206.51,-201089439.55,54247568.57,100328409.53,128124296.15,83501468.68
归属于母公司所有者的净利润,25164088.52,-190391010.35,45859531.94,95473552.42,115934974.46,74780720.69
少数股东损益,3883117.99,-10698429.20,8388036.63,4854857.11,12189321.69,8720747.99
基本每股收益(元/股),0.090000,-0.653800,0.157500,0.327900,0.397200,0.260000
稀释每股收益(元/股),0.090000,-0.653800,0.157500,0.327900,0.397200,0.260000
七、其他综合收益,0,0,0,0,0,0
八、综合收益总额,29047206.51,-201089439.55,54247568.57,100328409.53,128124296.15,83501468.68
归属于母公司所有者的综合收益总额,25164088.52,-190391010.35,45859531.94,95473552.42,115934974.46,74780720.69
归属于少数股东的综合收益总额,3883117.99,-10698429.20,8388036.63,4854857.11,12189321.69,8720747.99
