,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,706697058.59,576931395.38,1140081621.35,1709976115.43,1904165653.59,2182383424.29
收到的税费返还,76790.59,1202761.54,17515849.91,27251960.98,29322929.04,29308405.96
收到的其他与经营活动有关的现金,173194041.52,212339500.13,152786857.04,120126013.30,102593795.77,96966472.51
经营活动现金流入小计,879967890.70,790473657.05,1310384328.30,1857354089.71,2036082378.40,2308658302.76
购买商品、接受劳务支付的现金,526470620.10,508961277.61,890375980.33,1395473334.60,1560299219.14,1759877567.90
支付给职工以及为职工支付的现金,102731631.96,103261943.31,143295942.18,166340758.57,175462991.35,218780056.24
支付的各项税费,78642.28,599410.27,6976252.23,15818541.30,17286911.92,12972981.44
支付的其他与经营活动有关的现金,80622679.84,95889791.35,71755526.38,79469647.42,92535685.51,122310239.50
经营活动现金流出小计,709903574.18,708712422.54,1112403701.12,1657102281.89,1845584807.92,2113940845.08
经营活动产生的现金流量净额,170064316.52,81761234.51,197980627.18,200251807.82,190497570.48,194717457.68
收回投资所收到的现金,0,0,2418428.91,0,0,0
取得投资收益所收到的现金,0,0,0,12963.24,10344.46,12975.92
处置固定资产、无形资产和其他长期资产所收回的现金净额,1259920.00,0,15855018.00,39046822.00,1070828.00,197215171.81
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0
收到的其他与投资活动有关的现金,0,0,14641334.88,0,0,0
投资活动现金流入小计,1259920.00,0.00,32914781.79,39059785.24,1081172.46,197228147.73
购建固定资产、无形资产和其他长期资产所支付的现金,47533440.99,19210150.71,58000988.81,33293113.68,452082616.55,163285023.18
投资所支付的现金,0,0,0,0,0,0
取得子公司及其他营业单位支付的现金净额,0,0,395259019.84,0,0,36520973.81
支付的其他与投资活动有关的现金,0,14190400.00,15793165.46,4879215.92,2753835.64,0
投资活动现金流出小计,47533440.99,33400550.71,469053174.11,38172329.60,454836452.19,199805996.99
投资活动产生的现金流量净额,-46273520.99,-33400550.71,-436138392.32,887455.64,-453755279.73,-2577849.26
吸收投资收到的现金,0,3129483.00,8137552.50,586499997.70,0,0
其中：子公司吸收少数股东投资收到的现金,0,3129483.00,8137552.50,0,0,0
取得借款收到的现金,319791636.84,271568118.82,659183000.00,280000000.00,323547210.00,78410311.00
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,0,0,0,0
筹资活动现金流入小计,319791636.84,274697601.82,667320552.50,866499997.70,323547210.00,78410311.00
偿还债务支付的现金,320100000.00,292121360.82,260360835.00,914314915.00,0,62101490.30
分配股利、利润或偿付利息所支付的现金,54535658.52,43466112.31,15739388.33,16263416.64,37364228.87,57691093.97
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0
支付其他与筹资活动有关的现金,0,0,440000.00,578338.66,200000.00,6847676.65
筹资活动现金流出小计,374635658.52,335587473.13,276540223.33,931156670.30,37564228.87,126640260.92
筹资活动产生的现金流量净额,-54844021.68,-60889871.31,390780329.17,-64656672.60,285982981.13,-48229949.92
四、汇率变动对现金及现金等价物的影响,-261542.65,3063571.68,5812656.86,-4173242.35,8319025.50,438760.43
五、现金及现金等价物净增加额,68685231.20,-9465615.83,158435220.89,132309348.51,31044297.38,144348418.93
加:期初现金及现金等价物余额,154578348.98,223263580.18,213797964.35,372233185.24,504542533.75,535586831.13
六、期末现金及现金等价物余额,223263580.18,213797964.35,372233185.24,504542533.75,535586831.13,679935250.06
净利润,106159505.37,-110335224.40,8061070.50,126182211.22,146009502.23,182462324.55
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,44049306.58,42908978.99,23555191.32,15489605.01,24560210.53,37229315.95
固定资产折旧、油气资产折耗、生产性物资折旧,102628576.22,108024462.26,101252543.99,108355886.80,93126185.70,106095446.96
无形资产摊销,0,0,1483651.02,2422150.82,2586288.98,14831274.00
长期待摊费用摊销,0,0,0,0,0,0
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,878426.44,518369.40,-27811376.46,343458.20,2698665.05,-150031446.19
固定资产报废损失,0,0,0,0,0,677370.54
公允价值变动损失,0,0,0,0,0,0
