,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20171231,20161231,20151231,19700101,
一、营业总收入,111592342.01,41627326.42,5646804.73,424957757.65,334463063.86,193420388.98,102502992.07,401492847.10,286772178.44,149242076.02,250873103.54,202846544.61,201964747.51,0,
营业收入,111592342.01,41627326.42,5646804.73,424957757.65,334463063.86,193420388.98,102502992.07,401492847.10,286772178.44,149242076.02,250873103.54,202846544.61,201964747.51,0,
二、营业总成本,94884180.97,43765720.04,10966139.42,276791258.09,211828475.10,126321170.79,65793053.17,253906334.16,184868342.61,94636534.07,196757098.07,148801515.48,147025652.39,0,
营业成本,55743857.64,21492623.05,2282032.85,223799174.97,175965922.21,101909208.38,53491090.67,207954241.92,149154720.48,79939244.52,136181940.24,109075816.60,114304038.25,0,
营业税金及附加,1808806.49,942974.08,282997.96,3792317.28,3002717.76,2100395.36,1196809.59,3452100.98,1994928.24,1537258.70,4297055.32,3265472.93,2289949.61,0,
销售费用,10294165.74,5865867.39,1925388.07,16417110.19,12076191.87,7689170.83,3037548.81,15190629.95,11368407.22,6869476.36,13679436.72,10219747.56,9047901.48,0,
管理费用,12749148.49,7774658.52,3154831.72,19622855.99,12028788.60,8107207.04,4096151.53,17221949.67,13088785.79,7134495.29,34059143.49,16621104.65,15821295.86,0,
财务费用,1346213.71,-528964.63,-558893.46,-3621565.48,-3200478.68,-1264378.36,153931.07,-2368487.57,-1890933.46,-609025.51,878211.03,-381807.30,-649454.11,0,
研发费用,12941988.90,8218561.63,3879782.28,16781365.14,11955333.34,7779567.54,3817521.50,16652842.79,11152434.34,6034409.90,14468261.19,13078231.39,12072846.91,0,
资产减值损失,0,0,0,0,0,0,0,-4196943.58,0,-6269325.19,-6806949.92,-3077050.35,-5860925.61,0,
公允价值变动收益,-16129034.58,-11606628.24,-11269783.86,13718342.94,13395936.60,156844.38,784221.90,-470533.14,-268876.08,-268876.08,0,-13848810.80,11798099.33,0,
投资收益,14323987.96,6853060.36,1172073.17,600000.00,600000.00,600000.00,0,600000.00,600000.00,600000.00,1200696.26,7435666.98,4306622.72,0,
其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,0,0,-457722.76,0,
汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
三、营业利润,5510956.66,-11223027.53,-12149793.06,165094724.40,137487792.13,70811414.74,40585889.53,158893643.72,108994993.41,58014624.09,64482726.58,47640090.87,71043817.17,0,
加:营业外收入,56.30,0,0,815000.51,45075.14,0.51,0,0.55,73.26,619474.60,761539.31,2783631.75,2455474.48,0,
减：营业外支出,10036.54,4380.45,302.56,141.03,0,0,0,122555.54,72555.54,72299.13,66865.50,163926.15,499317.31,0,
其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
四、利润总额,5500976.42,-11227407.98,-12150095.62,165909583.88,137532867.27,70811415.25,40585889.53,158771088.73,108922511.13,58561799.56,65177400.39,50259796.47,72999974.34,0,
减：所得税费用,377024.16,-2627366.84,-2199877.78,23176728.38,20617301.54,10626423.02,5693032.73,21764564.72,16284511.93,8808200.52,10943874.48,5889360.37,12170400.24,0,
五、净利润,5123952.26,-8600041.14,-9950217.84,142732855.50,116915565.73,60184992.23,34892856.80,137006524.01,92637999.20,49753599.04,54233525.91,44370436.10,60829574.10,0,
归属于母公司所有者的净利润,5080257.35,-8658737.44,-9957661.16,143024072.64,117217476.00,60388521.33,34932308.31,137670152.19,93158016.52,50036785.74,54815539.87,42861296.07,54807967.42,0,
少数股东损益,43694.91,58696.30,7443.32,-291217.14,-301910.27,-203529.10,-39451.51,-663628.18,-520017.32,-283186.70,-582013.96,1509140.03,6021606.68,0,
基本每股收益(元/股),0.032000,-0.055000,-0.060000,1.220000,0.996000,0.513000,0.300000,1.170000,0.792000,0.425000,0.498000,0,0,0,
稀释每股收益(元/股),0.032000,-0.055000,-0.060000,1.220000,0.996000,0.513000,0.300000,1.170000,0.792000,0.425000,0.498000,0,0,0,
七、其他综合收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
八、综合收益总额,5123952.26,-8600041.14,-9950217.84,142732855.50,116915565.73,60184992.23,34892856.80,137006524.01,92637999.20,49753599.04,54233525.91,44370436.10,60829574.10,0,
归属于母公司所有者的综合收益总额,5080257.35,-8658737.44,-9957661.16,143024072.64,117217476.00,60388521.33,34932308.31,137670152.19,93158016.52,50036785.74,54815539.87,42861296.07,54807967.42,0,
归属于少数股东的综合收益总额,43694.91,58696.30,7443.32,-291217.14,-301910.27,-203529.10,-39451.51,-663628.18,-520017.32,-283186.70,-582013.96,1509140.03,6021606.68,0,
