,20141231,20151231,20161231,20171231,20181231,20191231
货币资金,275823032.32,807862702.02,520585215.80,550088451.51,634887926.03,742522681.21
交易性金融资产,774360.00,574890.00,446900.00,2734010.00,2422465.00,6092572.00
衍生金融资产,0,0,0,0,0,0
应收票据及应收账款,84390619.77,65081751.88,140788896.45,179717522.88,178600580.91,185699087.95
应收票据,3129941.10,571783.13,300000.00,79094.00,0,0
应收账款,81260678.67,64509968.75,140488896.45,179638428.88,178600580.91,185699087.95
应收款项融资,0,0,0,0,0,0
预付款项,171262915.06,71451872.86,108785152.92,93289192.74,142802315.74,184761524.96
其他应收款(合计),54028746.57,151649360.41,200580762.01,133658827.21,214660458.48,207523699.44
应收利息,400000.00,689000.00,5133333.36,5156326.91,537500.00,584833.33
应收股利,0,0,0,0,1698172.99,1698172.99
其他应收款,53628746.57,150960360.41,195447428.65,128502500.30,212424785.49,205240693.12
买入返售金融资产,0,0,0,0,0,0
存货,714490022.40,502938409.88,891512106.99,1101736142.35,1106246527.21,1227269520.82
划分为持有待售的资产,0,0,0,0,0,0
一年内到期的非流动资产,0,0,0,0,0,0
待摊费用,0,0,0,0,0,0
待处理流动资产损益,0,0,0,0,0,0
其他流动资产,85343913.88,135295778.96,196121497.68,186074025.11,188749925.43,182074471.78
流动资产合计,1386267195.00,1735030910.57,2059154475.05,2248525629.39,2468370198.80,2735943558.16
发放贷款及垫款,0,0,0,0,0,0
可供出售金融资产,13380588.60,16080588.60,28830588.60,64211417.25,113286417.25,0
持有至到期投资,0,0,50000000.00,50000000.00,0,0
长期应收款,0,0,0,0,0,0
长期股权投资,115057166.89,87439909.88,72455690.78,160799003.67,81135541.62,82895769.96
投资性房地产,0,0,0,0,0,0
在建工程(合计),159101405.30,118590065.61,110627307.37,218233615.84,304117320.50,472559561.50
在建工程,158614299.48,118588945.61,110627307.37,218233615.84,304117320.50,472559561.50
工程物资,487105.82,1120.00,0,0,0,0
固定资产及清理(合计),1303956524.51,1345022148.38,1485648231.96,1889658992.22,2221467255.95,2523445001.94
固定资产净额,1303956524.51,1345022148.38,1485648231.96,1889658992.22,2221467255.95,2523302867.62
固定资产清理,0,0,0,0,0,142134.32
生产性生物资产,26641141.22,27522819.46,63601549.50,126319024.14,118181976.15,129383784.12
公益性生物资产,0,0,0,0,0,0
油气资产,0,0,0,0,0,0
使用权资产,0,0,0,0,0,0
无形资产,237922164.66,243715574.08,287475521.63,469460705.08,465731908.73,478263058.12
开发支出,0,0,0,0,0,0
商誉,375997238.46,411972197.14,511957227.08,623898522.56,582823259.52,521666478.81
长期待摊费用,26798192.67,27487505.81,34489971.11,36098321.84,58567052.06,58900982.66
递延所得税资产,14894315.89,13354497.95,22718495.15,35999485.32,38675753.91,37999892.87
其他非流动资产,0,4946791.00,6247155.63,107622362.23,78466868.48,112308038.27
非流动资产合计,2273748738.20,2296132097.91,2674051738.81,3806794422.16,4062453354.17,4544957575.25
资产总计,3660015933.20,4031163008.48,4733206213.86,6055320051.55,6530823552.97,7280901133.41
短期借款,640156849.87,517500000.00,503000000.00,576900000.00,767730000.00,1508780000.00
交易性金融负债,0,0,0,0,0,0
应付票据及应付账款,351050266.83,240284154.98,579449617.58,514701729.57,577072800.19,594841617.61
应付票据,15000000.00,0,0,0,0,0
应付账款,336050266.83,240284154.98,579449617.58,514701729.57,577072800.19,594841617.61
预收款项,91579023.95,106053565.28,155477371.68,166129565.39,88917220.66,111145515.07
应付手续费及佣金,0,0,0,0,0,0
应付职工薪酬,34658196.96,35809768.78,54535293.55,101170268.26,114297134.08,147394074.79
应交税费,36353542.72,50264565.60,70954674.24,59750456.30,63838177.08,48674480.17
其他应付款(合计),198973787.83,128870730.96,261974409.14,423934431.66,483792219.11,486707674.77
应付利息,2130333.00,227385.91,259108.78,777656.40,1329583.75,215461.79
