,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180331,20171231,20161231,20120630,20111231,20101231,20091231,19700101,
一、营业总收入,892155592.36,495964161.43,153614830.20,1604333866.54,1144705121.05,785315475.03,312290200.00,1558452694.03,1088603842.77,275737300.00,1354447480.20,861212295.78,138452563.98,215808530.94,146364652.47,111644066.56,0,
营业收入,892155592.36,495964161.43,153614830.20,1604333866.54,1144705121.05,785315475.03,312290200.00,1558452694.03,1088603842.77,275737300.00,1354447480.20,861212295.78,138452563.98,215808530.94,146364652.47,111644066.56,0,
二、营业总成本,829776451.60,512527532.47,193029975.02,1236466668.21,872414038.78,572527665.00,0,1117799704.51,784688942.99,0,943717449.38,521313592.14,73493671.33,122209178.81,83514877.55,73752734.48,0,
营业成本,207357321.81,113053312.38,37327554.49,363999299.40,258749021.35,183592611.63,0,334385668.15,220596936.12,0,288703983.16,141551082.90,22165733.34,39066350.38,28132507.21,29105196.45,0,
营业税金及附加,5520938.15,2946360.72,257740.12,9256245.19,5629504.71,4138679.49,0,11926026.87,7301181.44,0,9904119.64,8689822.19,1293984.03,1827743.56,709759.21,591096.16,0,
销售费用,454075368.34,300969780.86,114868235.77,544128858.02,395962582.77,249848890.98,0,495076201.79,364822182.96,0,414083136.52,287757277.85,25661746.77,42049625.92,26196114.21,20487070.40,0,
管理费用,159308445.27,98108120.01,46388277.48,266555471.33,175167995.04,108319422.05,0,240355173.62,186721532.20,0,193020340.81,88965975.70,24111073.14,38616940.38,26686150.30,23184191.26,0,
财务费用,-80588113.43,-59123044.19,-34166497.15,-63549229.78,-42519388.26,-24691074.11,0,-62248551.26,-41650454.16,0,-49761514.87,-59951924.89,-382337.44,942469.65,-76597.79,-63823.11,0,
研发费用,84102491.46,56573002.69,28354664.31,116076024.05,79424323.17,51319134.96,0,95369677.36,46897564.43,0,76332343.52,47255400.94,0,0,0,0,0,
资产减值损失,0,0,0,0,0,0,0,427051.37,0,0,11435040.60,7045957.45,643471.49,-293951.08,1866944.41,449003.32,0,
公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
投资收益,31804714.75,14090703.38,3351610.11,20573521.50,7516910.75,1570344.26,0,22705827.17,8794884.98,0,9363076.15,1196377.67,0,0,0,0,0,
其中:对联营企业和合营企业的投资收益,-115157.18,25912.46,-285706.08,27912484.44,19083615.31,18149407.24,0,11514888.64,1382955.37,0,-2251327.82,1161539.03,0,0,0,0,0,
汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
三、营业利润,115014821.28,11389578.62,-29705843.67,435379461.09,321668173.31,227785722.91,85049100.00,526539779.67,362050278.50,83296700.00,462320955.79,340972757.80,64958892.65,93599352.13,62849774.92,37891332.08,0,
加:营业外收入,138454.39,16218.21,0,19392.47,18521.67,18360.56,0,14120.02,14188.03,0,15226.77,25699496.89,614000.00,2951303.00,2077130.00,716234.00,0,
减：营业外支出,564991.76,380077.61,370000.00,1050100.64,483100.64,318082.50,0,1368971.25,809536.46,0,716050.35,787957.85,10000.00,366358.98,66862.96,1771907.26,0,
其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4857.24,400310.52,0,
四、利润总额,114588283.91,11025719.22,-30075843.67,434348752.92,321203594.34,227486000.97,85140500.00,525184928.44,361254930.07,82914500.00,461620132.21,365884296.84,65562892.65,96184296.15,64860041.96,36835658.82,0,
减：所得税费用,12176248.96,-1088207.31,-1667729.37,57972114.07,48981533.18,31000876.04,0,70105602.48,57447673.21,0,61608984.00,55257643.36,9325248.88,14524757.34,9608321.81,5473791.92,0,
五、净利润,102412034.95,12113926.53,-28408114.30,376376638.85,272222061.16,196485124.93,74062600.00,455079325.96,303807256.86,72033600.00,400011148.21,310626653.48,56237643.77,81659538.81,55251720.15,31361866.90,0,
归属于母公司所有者的净利润,112646895.39,27527226.38,-24855428.82,370778791.81,251048457.85,182567998.36,66591500.00,414540417.19,279052967.08,63644800.00,372414042.71,305051173.48,56237643.77,81659538.81,55251720.15,31361866.90,0,
少数股东损益,-10234860.44,-15413299.85,-3552685.48,5597847.04,21173603.31,13917126.57,0,40538908.77,24754289.78,0,27597105.50,5575480.00,0,0,0,0,0,
基本每股收益(元/股),0.630000,0.150000,-0.140000,2.270000,1.570000,1.140000,0,2.590000,1.740000,0,2.330000,1.910000,0.470000,0.680000,0.460000,0,0,
稀释每股收益(元/股),0.630000,0.150000,-0.140000,2.270000,0,1.140000,0,2.590000,0,0,2.330000,1.910000,0.470000,0.680000,0.460000,0,0,
七、其他综合收益,-47707871.59,-44633658.52,-51958763.59,28843486.74,12697558.16,20355181.85,0,75127162.23,32329114.74,0,10348059.14,1047108.37,0,0,0,0,0,
八、综合收益总额,54704163.36,-32519731.99,-80366877.89,405220125.59,284919619.32,216840306.78,0,530206488.19,336136371.60,0,410359207.35,311673761.85,56237643.77,81659538.81,55251720.15,31361866.90,0,
归属于母公司所有者的综合收益总额,69640613.86,-11914946.98,-72176977.96,394023788.61,262756110.11,202508543.11,0,490971940.57,309221256.76,0,382949658.32,306098281.85,0,0,0,0,0,
归属于少数股东的综合收益总额,-14936450.50,-20604785.01,-8189899.93,11196336.98,22163509.21,14331763.67,0,39234547.62,26915114.84,0,27409549.03,5575480.00,0,0,0,0,0,
