,20141231,20151231,20161231,20171231,20181231,20191231
客户存款和同业存放款项净增加额,0,5534387379.37,5681014147.87,6749064179.53,9135673635.84,10607803818.86
向央行借款净增加额,250190000.00,0,297000.00,2989703000.00,0,459000000.00
向其他金融机构拆入资金净增加额,0,0,0,0,0,0
收取利息、手续费及佣金的现金,4734760543.12,3801480944.78,4140799494.01,4330561197.50,4747334493.87,4518712154.16
收到其他与经营活动有关的现金,2266124582.43,2030638854.93,2291291382.51,528093736.78,164823710.24,51820276.41
经营活动现金流入小计,7251075125.55,12738032637.17,13670810899.39,14597422113.81,16140402040.32,15637336249.43
客户贷款及垫款净增加额,2636065193.50,2163049178.34,4956137625.93,5436860893.00,11495724801.67,12308948617.40
存放中央银行和同业款项净增加额,345118401.45,0,0,339829281.65,615879548.51,31187159.53
支付给职工以及为职工支付的现金,381002317.13,427726633.04,399833615.92,501868161.49,577287432.06,769922626.31
支付的各项税费,367913700.58,234722919.06,76664885.40,150674362.96,151385944.49,362661720.43
支付其他与经营活动有关的现金,252187474.78,290304045.31,254874245.62,458778695.06,4207315947.77,482551458.96
支付利息、手续费及佣金的现金,2438928343.14,1607318123.37,1717756963.31,1810242960.93,1985843037.52,1972778879.96
经营活动现金流出小计,10729393645.50,4836120899.12,7405267336.18,9091635555.46,19936436712.02,19413106675.36
经营活动产生的现金流量净额,-3478318519.95,7901911738.05,6265543563.21,5505786558.35,-3796034671.70,-3775770425.93
收回投资收到的现金,8326665602.39,28595271078.17,137202467658.07,200222842268.83,194900839739.15,280963651753.47
取得投资收益收到的现金,88985485.23,213052543.25,229840474.49,87537825.22,124390496.83,1769577298.66
处置固定资产、无形资产及其他资产而收到的现金,0,0,0,0,0,0
取得子公司及其他营业单位所收到的现金净额,0,0,0,0,0,0
收到其他与投资活动有关的现金,423600.00,350.00,169333.81,2339193.86,2120.00,52661173.22
投资活动现金流入小计,8416074687.62,28808323971.42,137432477466.37,200312719287.91,195025232355.98,282785890225.35
投资支付的现金,10828382502.35,38856368744.76,144271898760.44,207760892260.79,195596155915.71,278684357268.89
购建固定资产、无形资产和其他长期资产支付的现金,171506290.37,258457798.05,175447503.08,191709687.14,174012769.02,269884040.73
支付的其他与投资活动有关的现金,0,0,0,0,0,0
投资活动现金流出小计,10999888792.72,39114826542.81,144447346263.52,207952601947.93,195770168684.73,278954241309.62
投资活动产生的现金流量净额,-2583814105.10,-10306502571.39,-7014868797.15,-7639882660.02,-744936328.75,3831648915.73
吸收投资所收到的现金,0,0,0,733996895.63,0,0
发行证券化资产所吸收的现金,0,0,0,0,0,0
发行债券收到的现金,0,1997427158.22,9606821131.60,7778784683.42,7718972985.93,22553489640.00
增加股本所收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,0,0,0,0,0,0
筹资活动现金流入小计,0.00,1997427158.22,9606821131.60,8512781579.05,7718972985.93,22553489640.00
偿还债务所支付的现金,0,0,10766775610.25,5560000000.04,5450000000.09,22137725025.13
分配股利、利润或偿付利息支付的现金,3949680.10,219013544.27,199445046.33,191723279.08,181683161.56,283166932.35
其中:偿付利息所支付的现金,0,0,0,0,0,0
支付新股发行费用,0,0,0,0,0,0
支付其他与筹资活动有关的现金,0,0,0,0,0,0
筹资活动现金流出小计,3949680.10,219013544.27,10966220656.58,5751723279.12,5631683161.65,22420891957.48
筹资活动产生的现金流量净额,-3949680.10,1778413613.95,-1359399524.98,2761058299.93,2087289824.28,132597682.52
四、汇率变动对现金及现金等价物的影响,11455023.48,13479479.14,14724736.08,8155188.73,13826826.75,4640048.74
五、现金及现金等价物净增加额,-6054627281.67,-612697740.25,-2094000022.84,635117386.99,-2439854349.42,193116221.06
加:期初现金及现金等价物余额,13721901986.32,7667274704.65,7054576964.40,4960576941.56,5595694328.55,3155839979.13
六、期末现金及现金等价物余额,7667274704.65,7054576964.40,4960576941.56,5595694328.55,3155839979.13,3348956200.19
净利润,721292418.35,681084367.45,695800922.97,754291236.09,817741745.01,937395494.87
加:少数股东收益,0,0,0,0,0,0
计提的资产减值准备,673793671.99,751954356.43,811134802.66,804417432.11,1064835923.52,3947540.28
其中：计提的坏账准备,0,0,0,0,0,0
计提的贷款损失准备,0,0,0,0,0,0
冲回存放同业减值准备,0,0,0,0,0,0
固定资产折旧、油气资产折耗、生产性生物资产折旧,64080323.31,74583464.88,60096007.45,54403414.76,68979991.79,64857519.41
投资性房地产折旧,0,0,0,0,0,0
无形资产、递延资产及其他资产的摊销,14614237.72,21174594.66,28096483.16,35577930.09,37681174.13,35196610.81
其中:无形资产摊销,11636316.57,16622797.92,19297864.74,20626336.10,18603065.86,16011664.22
长期待摊费用摊销,2977921.15,4551796.74,8798618.42,14951593.99,19078108.27,19184946.59
长期资产摊销,0,0,0,0,0,0
处置固定资产、无形资产和其他长期产的损失/(收益),1345930.15,942.07,-71085.93,-2034190.09,13811.10,-48461876.85
处置投资性房地产的损失/(收益),0,0,0,0,0,0
固定资产报废损失,0,0,0,-160358.54,962743.68,-1629764.46
财务费用,0,0,0,0,0,-1072810771.41
投资损失(减:收益),-177864821.84,-288192002.30,-310362920.04,-181789879.69,-208377742.97,-510786396.52
公允价值变动(收益)/损失,-5770376.05,-3758617.43,10052839.68,-3575478.37,-11264059.19,-57559110.99
汇兑损益,0,0,0,0,0,0
衍生金融工具交易净损益,0,0,0,0,0,0
折现回拔(减值资产利息冲转),0,0,0,0,0,0
存货的减少,0,0,0,0,0,0
贷款的减少,-2636065193.50,-2163049178.34,-4927833212.49,-5362868031.00,-11495724801.67,0
存款的增加,-4242924365.42,5534387379.37,5681014147.87,6749064179.53,9135673635.84,0
拆借款项的净增,0,84416800.00,326394200.00,-393381200.37,2092570200.37,0
金融性资产的减少,0,0,0,0,0,0
预计负债的增加,0,0,0,0,0,0
收到已核销款项,0,0,0,0,0,0
递延所得税资产的减少,-112813416.34,-134896772.05,-6295290.39,-127829549.84,-186465297.38,-118732875.45
递延所得税负债的增加,1442594.01,192014.36,-1634608.37,85114.87,2951902.27,0
经营性应收项目的增加,-191580942.51,97404010.07,-92678342.94,291340097.09,-125003046.63,-12793345615.11
