,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20171231,20161231,19700101,
货币资金,194748450.23,214936634.92,200195381.08,198313368.77,675173561.05,49278308.93,0,93427735.51,54282519.07,27837654.55,0,
交易性金融资产,0,0,0,0,0,0,0,0,0,0,0,
衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,
应收票据及应收账款,157567981.45,139091730.00,112927823.67,143910161.21,93960821.14,102599879.98,0,101346065.81,51717533.30,19944178.60,0,
应收票据,266648.48,3403103.45,3171357.40,8224636.00,9557385.76,10308130.44,0,240000.00,380000.00,0,0,
应收账款,157301332.97,135688626.55,109756466.27,135685525.21,84403435.38,92291749.54,0,101106065.81,51337533.30,19944178.60,0,
应收款项融资,215600.00,2606034.45,2976000.00,108377.45,0,0,0,0,0,0,0,
预付款项,54285275.25,22578384.83,47067598.61,16188658.60,39773567.60,16494911.27,0,8250398.43,6316459.78,7651048.49,0,
其他应收款(合计),6080150.67,5316265.67,3543332.64,2728530.00,8448798.79,8778369.38,0,2833143.57,2599857.54,3635817.93,0,
应收利息,0,0,0,0,2454415.31,0,0,0,0,0,0,
应收股利,0,0,0,0,0,0,0,0,0,0,0,
其他应收款,0,5316265.67,0,2728530.00,0,0,0,0,0,0,0,
买入返售金融资产,0,0,0,0,0,0,0,0,0,0,0,
存货,321026692.08,321748439.40,241260449.41,169127540.59,236061700.80,197422269.38,0,151777850.15,106381810.90,53883591.30,0,
划分为持有待售的资产,0,0,0,0,0,0,0,0,0,0,0,
一年内到期的非流动资产,0,0,0,0,0,0,0,0,0,0,0,
待摊费用,0,0,0,0,0,0,0,0,0,0,0,
待处理流动资产损益,0,0,0,0,0,0,0,0,0,0,0,
其他流动资产,423648963.88,435247147.74,446491960.51,422146876.96,25891255.82,20556261.98,0,16199453.93,18926380.78,7872214.82,0,
流动资产合计,1157573113.56,1141524637.01,1054462545.92,952523513.58,1079309705.20,395130000.92,0,373834647.40,240224561.37,120824505.69,0,
发放贷款及垫款,0,0,0,0,0,0,0,0,0,0,0,
可供出售金融资产,0,0,0,0,0,0,0,0,0,0,0,
持有至到期投资,0,0,0,0,0,0,0,0,0,0,0,
