,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,159688913.81,176288018.72,324233407.43,361933394.39,427353869.69,370607762.79
营业收入,159688913.81,176135906.22,323498322.17,361134125.06,419647156.32,357124795.29
二、营业总成本,120547947.25,155699035.82,313819066.91,335015617.92,383791682.33,327317590.67
营业成本,30710297.52,62709146.05,228450803.65,242519988.41,275670752.24,240517743.55
营业税金及附加,2208742.08,1179156.51,914055.15,1630438.31,1835165.44,1745984.34
销售费用,62013284.39,60161875.13,54520960.28,62389414.40,68002409.14,62688002.71
管理费用,37067026.99,41810719.27,38406538.62,41114324.80,19675899.62,24517212.03
财务费用,-11981670.40,-10614061.53,-9080025.22,-13800368.63,-19099850.44,-23741182.71
研发费用,0,0,0,0,14736352.10,17510104.13
资产减值损失,530266.67,370581.84,-624344.81,-486789.96,15679266.63,0
公允价值变动收益,55272.00,70200.00,-115800.00,-42000.00,-31800.00,-387923.47
投资收益,663096.51,444471.51,657514.62,-462249.94,5227217.87,7409012.75
其中:对联营企业和合营企业的投资收益,536006.36,196198.36,523196.81,-462249.94,5227217.87,7101735.54
汇兑收益,0,0,0,0,0,0
三、营业利润,39859335.07,21103654.41,10956055.14,27295910.15,48933676.55,50061980.53
加:营业外收入,197704.44,316372.43,1193449.85,63669.15,3354.46,2273.03
减：营业外支出,86593.90,111982.47,168917.53,4112.68,2158.51,152353.99
其中：非流动资产处置损失,30256.75,17756.80,0,0,0,0
四、利润总额,39970445.61,21308044.37,11980587.46,27355466.62,48934872.50,49911899.57
减：所得税费用,6123498.81,3386918.80,-33410.94,6690673.56,11259568.85,8845655.33
五、净利润,33846946.80,17921125.57,12013998.40,20664793.06,37675303.65,41066244.24
归属于母公司所有者的净利润,33370416.44,18101027.82,12619243.28,19168958.34,34846506.07,34998326.81
少数股东损益,476530.36,-179902.25,-605244.88,1495834.72,2828797.58,6067917.43
基本每股收益(元/股),0.160000,0.070000,0.050000,0.080000,0.140000,0.140000
稀释每股收益(元/股),0.160000,0.070000,0.050000,0.080000,0.140000,0.140000
七、其他综合收益,-837910.26,-317423.50,160955.09,410206.45,33507.54,-34206.43
八、综合收益总额,33009036.54,17603702.07,12174953.49,21074999.51,37708811.19,41032037.81
归属于母公司所有者的综合收益总额,32532506.18,17783604.32,12780198.37,19579164.79,34880013.61,34964120.38
归属于少数股东的综合收益总额,476530.36,-179902.25,-605244.88,1495834.72,2828797.58,6067917.43
