,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,654084309.23,1469914807.24,1741602023.21,3200186897.68,3773918388.17,2440761431.33
营业收入,654084309.23,1469914807.24,1741602023.21,3200186897.68,3773918388.17,2440761431.33
二、营业总成本,545902596.37,1102787844.20,1258166381.65,2356749976.27,2290830198.05,1452108569.61
营业成本,318207889.76,453576586.66,477403520.05,338831245.63,398975014.85,231362489.94
营业税金及附加,586489.23,2526051.64,4473904.80,17478065.23,17693330.27,8807384.12
销售费用,83592736.55,388424857.44,501268528.73,560737469.65,805380020.77,762652109.13
管理费用,137108396.43,265922384.44,324724489.29,316655614.50,216597367.93,200192086.30
财务费用,6137531.86,-14795258.46,-81822445.15,-75264562.57,-24124271.61,2002989.41
研发费用,0,0,0,0,297861977.04,247091510.71
资产减值损失,269552.54,7133222.48,32118383.93,1198312143.83,578446758.80,0
公允价值变动收益,-1760000.00,-348450.00,7272300.00,0,0,23313020.20
投资收益,2551770.33,63984952.14,154837942.51,40015394.07,65454978.09,173431661.35
其中:对联营企业和合营企业的投资收益,-289826.10,-28755.21,-5318947.67,-10191094.65,-6172983.42,52879593.93
汇兑收益,0,0,0,0,0,0
三、营业利润,108973483.19,430763465.18,645545884.07,897904354.75,1594336109.67,820840371.38
加:营业外收入,7880004.66,35533851.61,49704848.55,6183541.68,3611672.99,136243.85
减：营业外支出,55837.79,195632.61,2305467.83,1337245.30,2887753.40,5632002.68
其中：非流动资产处置损失,13425.42,32410.00,470212.66,0,0,0
四、利润总额,116797650.06,466101684.18,692945264.79,902750651.13,1595060029.26,815344612.55
减：所得税费用,3248386.69,48427591.51,58113462.03,-50558232.38,222878835.12,45474539.99
五、净利润,113549263.37,417674092.67,634831802.76,953308883.51,1372181194.14,769870072.56
归属于母公司所有者的净利润,118389761.41,417183377.13,634965588.10,947545405.46,1367355675.26,759120256.35
少数股东损益,-4840498.04,490715.54,-133785.34,5763478.05,4825518.88,10749816.21
基本每股收益(元/股),0.690000,0.480000,0.330000,0.290000,0.320000,0.130000
稀释每股收益(元/股),0.690000,0.480000,0.330000,0.290000,0.320000,0.130000
七、其他综合收益,-128554.40,371123.55,1946648.52,0,90504.27,-1504312.47
八、综合收益总额,113420708.97,418045216.22,636778451.28,953308883.51,1372271698.41,768365760.09
归属于母公司所有者的综合收益总额,118261207.01,417554500.68,636912236.62,947545405.46,1367446179.53,757615943.88
归属于少数股东的综合收益总额,-4840498.04,490715.54,-133785.34,5763478.05,4825518.88,10749816.21
