,20141231,20141231,20151231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,241270376.06,241270376.06,408451677.51,408451677.51,611882781.80,708895464.25,909496877.56,1075646518.81
营业收入,241270376.06,241270376.06,408451677.51,408451677.51,611882781.80,708895464.25,909496877.56,1075646518.81
二、营业总成本,210049507.02,210049507.02,359719604.53,359719604.53,525865258.73,603370803.12,796981288.84,1002830805.36
营业成本,167356925.64,167356925.64,283200975.50,283200975.50,419844951.79,476753868.86,615965646.73,769944779.19
营业税金及附加,1398905.87,1398905.87,2109791.75,2109791.75,4298668.53,4401347.88,5885398.95,6698124.54
销售费用,8498795.25,8498795.25,10161091.17,10161091.17,16616571.67,25472281.69,36209783.18,57667003.30
管理费用,29616333.07,29616333.07,56699718.34,56699718.34,80908775.66,91667355.88,63219104.49,80660531.49
财务费用,601891.76,601891.76,1807038.27,1807038.27,283137.50,-2049240.18,-5760156.78,-1444831.03
研发费用,0,0,0,0,0,0,71360608.14,89305197.87
资产减值损失,2576655.43,2576655.43,5740989.50,5740989.50,3913153.58,7125188.99,10100904.13,0
公允价值变动收益,0,0,0,0,0,0,0,0
投资收益,184853.08,184853.08,171540.55,171540.55,1212260.51,2095479.03,8000233.75,10627374.58
其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,1677717.53
汇兑收益,0,0,0,0,0,0,0,0
三、营业利润,31405722.12,31405722.12,48903613.53,48903613.53,87229783.58,111353812.11,125263040.07,67568839.65
加:营业外收入,1141296.99,1141296.99,2662833.65,2662833.65,5017375.83,2179519.91,5375625.37,161190.50
减：营业外支出,256143.93,256143.93,149284.18,149284.18,63204.20,435496.38,313148.58,306986.38
其中：非流动资产处置损失,9683.28,9683.28,0,0,47572.19,0,0,0
四、利润总额,32290875.18,32290875.18,51417163.00,51417163.00,92183955.21,113097835.64,130325516.86,67423043.77
减：所得税费用,6333390.31,6333390.31,8320627.80,8320627.80,10184421.70,12086768.02,10806506.80,557756.06
五、净利润,25957484.87,25957484.87,43096535.20,43096535.20,81999533.51,101011067.62,119519010.06,66865287.71
归属于母公司所有者的净利润,25957484.87,25957484.87,43096535.20,43096535.20,81999533.51,101011067.62,113546356.63,66345895.84
少数股东损益,0,0,0,0,0,0,5972653.43,519391.87
基本每股收益(元/股),0,0,0.720000,0.720000,1.370000,1.520000,0.790000,0.310000
稀释每股收益(元/股),0,0,0.720000,0.720000,1.370000,1.520000,0.790000,0.310000
七、其他综合收益,0,0,0,0,0,0,0,0
八、综合收益总额,25957484.87,25957484.87,43096535.20,43096535.20,81999533.51,101011067.62,119519010.06,66865287.71
归属于母公司所有者的综合收益总额,25957484.87,25957484.87,43096535.20,43096535.20,81999533.51,101011067.62,113546356.63,66345895.84
归属于少数股东的综合收益总额,0,0,0,0,0,0,5972653.43,519391.87
