,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,541628106.93,483762770.35,538793260.45,635085675.75,1048780336.92,1245810742.75
营业收入,541628106.93,483762770.35,538793260.45,635085675.75,1048780336.92,1245810742.75
二、营业总成本,499122814.05,431622481.26,439038186.54,607343374.06,1075379298.74,1197170581.38
营业成本,401430726.02,324105010.51,327933317.24,434891822.93,864018488.47,941917036.50
营业税金及附加,2855901.11,3263299.74,5867984.88,8824794.63,11369052.53,15108108.18
销售费用,19767932.83,15818670.40,15923632.58,21474340.04,31039559.20,38572261.51
管理费用,71249091.92,79626973.28,85867385.27,114773959.88,93660910.45,107207070.40
财务费用,4289728.17,7136715.02,2760515.54,13207037.34,31902058.11,45981692.90
研发费用,0,0,0,0,33782218.61,48384411.89
资产减值损失,-470566.00,1671812.31,685351.03,14171419.24,9607011.37,0
公允价值变动收益,-453042.00,-564387.03,1017429.03,0,0,0
投资收益,24539523.32,22818837.02,11918732.39,12662783.92,14425396.01,3765084.64
其中:对联营企业和合营企业的投资收益,6093361.16,-1477746.48,-983366.98,-3834951.18,-4388893.66,-11438725.92
汇兑收益,0,0,0,0,0,0
三、营业利润,66591774.20,74394739.08,112691235.33,42293459.01,-5996159.00,12527849.52
加:营业外收入,3853124.48,3314214.64,3280472.98,1329299.08,3449178.39,2703712.62
减：营业外支出,574861.65,496424.04,2428143.75,357591.89,562628.89,347584.17
其中：非流动资产处置损失,7247.05,9236.27,1778596.96,0,0,0
四、利润总额,69870037.03,77212529.68,113543564.56,43265166.20,-3109609.50,14883977.97
减：所得税费用,10187732.36,12914491.77,19534218.71,18101675.05,18868667.17,27554017.79
五、净利润,59682304.67,64298037.91,94009345.85,25163491.15,-21978276.67,-12670039.82
归属于母公司所有者的净利润,60209202.90,67773661.18,103395241.38,68003274.80,35916005.04,64161660.67
少数股东损益,-526898.23,-3475623.27,-9385895.53,-42839783.65,-57894281.71,-76831700.49
基本每股收益(元/股),0.140000,0.080000,0.120000,0.080000,0.040000,0.070000
稀释每股收益(元/股),0.140000,0.080000,0.120000,0.080000,0.040000,0.070000
七、其他综合收益,69127.65,168383.60,1869607.22,-2824830.14,2510354.37,999746.59
八、综合收益总额,59751432.32,64466421.51,95878953.07,22338661.01,-19467922.30,-11670293.23
归属于母公司所有者的综合收益总额,60278330.55,67942044.78,105264848.60,65178444.66,38426359.41,65161407.26
归属于少数股东的综合收益总额,-526898.23,-3475623.27,-9385895.53,-42839783.65,-57894281.71,-76831700.49
