,20141231,20151231,20161231,20171231,20181231,20191231
货币资金,143694277.83,789593110.12,1484902886.76,1460663342.82,979159918.69,1118795245.82
交易性金融资产,0,0,0,0,0,641075347.48
衍生金融资产,0,0,0,0,0,0
应收票据及应收账款,0,0,150545457.00,174971474.82,354474499.61,357541178.58
应收票据,6920000.00,12972788.29,12700517.09,23289568.11,20853029.45,1805882.57
应收账款,211862922.25,175808118.87,137844939.91,151681906.71,333621470.16,355735296.01
应收款项融资,0,0,0,0,0,19177605.82
预付款项,58550950.66,92913421.77,60215396.35,43846969.23,99980335.73,40813026.15
其他应收款(合计),0,0,48923768.84,17824295.56,48731612.24,23669140.87
应收利息,0,0,0,0,0,0
应收股利,0,0,0,0,0,0
其他应收款,20774450.01,29329522.98,48923768.84,17824295.56,48731612.24,23669140.87
买入返售金融资产,0,0,0,0,0,0
存货,3907972844.62,3501892502.47,4541986617.54,233851587.91,273071625.46,209228227.22
划分为持有待售的资产,0,0,0,0,0,0
一年内到期的非流动资产,0,0,0,0,0,0
待摊费用,0,0,0,0,0,0
待处理流动资产损益,0,0,0,0,0,0
其他流动资产,72382140.59,85740958.82,1074404653.91,999258118.05,800673000.58,753491.77
流动资产合计,4422157585.96,4688250423.32,7360978780.40,2930415788.39,2556090992.31,2411053263.71
发放贷款及垫款,0,0,0,0,0,0
可供出售金融资产,9234831.00,331668000.17,323081317.06,1246580021.00,1545455198.10,0.00
持有至到期投资,0,0,0,0,0,0
长期应收款,0,0,0,0,0,0
长期股权投资,262269222.65,494818970.80,508300957.95,560593393.71,625240628.39,780789605.97
投资性房地产,526252734.51,631913622.34,955734786.93,0,0,0
在建工程(合计),0,0,354160.64,29695163.09,99241273.47,5663635.85
在建工程,9120.94,397399.82,354160.64,29695163.09,99241273.47,5663635.85
工程物资,0,0,0,0,0,0
固定资产及清理(合计),0,0,421327784.90,405676808.48,411206326.78,587431556.18
固定资产净额,412349603.39,434403078.74,421327784.90,405676808.48,411206326.78,587431556.18
固定资产清理,0,0,0,0,0,0
生产性生物资产,0,0,0,0,0,0
公益性生物资产,0,0,0,0,0,0
油气资产,0,0,0,0,0,0
使用权资产,0,0,0,0,0,0
无形资产,103970413.89,105316976.95,102054671.43,100668724.97,134004842.54,179431637.24
开发支出,0,0,0,0,0,0
商誉,0,0,0,0,0,0
长期待摊费用,48349658.80,60126955.99,70298666.59,84693428.47,100998265.43,87684698.52
递延所得税资产,4172700.40,8220139.64,8339243.37,5868318.29,10993221.72,157795549.88
其他非流动资产,0,0,92723048.00,85078397.00,0,2000000.00
非流动资产合计,1366608285.58,2066865144.45,2482214636.87,2518854255.01,2927139756.43,3081452983.63
资产总计,5788765871.54,6755115567.77,9843193417.27,5449270043.40,5483230748.74,5492506247.34
短期借款,493000000.00,250000000.00,392200000.00,90000000.00,600000000.00,500684092.30
交易性金融负债,0,0,0,0,0,0
应付票据及应付账款,0,0,809015723.15,469806704.18,639136050.54,503785952.17
应付票据,85050000.00,86980000.00,100971026.82,135030000.00,102422674.00,54431491.71
应付账款,735248892.45,833730783.78,708044696.33,334776704.18,536713376.54,449354460.46
预收款项,902253709.26,937492039.46,902415770.41,65961078.77,37342252.52,20613444.80
应付手续费及佣金,0,0,0,0,0,0
应付职工薪酬,17858032.03,23199866.59,21808416.51,33645371.51,34134773.69,63876938.78
