,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20171231,19700101,
一、营业总收入,325712118.68,145405923.51,20497800.00,395401511.27,150351999.51,89429700.00,36945900.00,348502108.44,150864302.49,0,
营业收入,325712118.68,145405923.51,20497800.00,395401511.27,150351999.51,89429700.00,36945900.00,348502108.44,150864302.49,0,
二、营业总成本,255217561.45,121553435.40,0,333172068.19,162901904.62,0,0,309970630.49,147583847.83,0,
营业成本,177254356.29,73005953.81,0,235049211.92,95210612.16,0,0,219215602.38,90922214.73,0,
营业税金及附加,4366126.52,1945094.62,0,3513405.14,2546976.98,0,0,3967871.60,3994865.66,0,
销售费用,24161082.22,13731842.34,0,30853697.07,20905715.27,0,0,22468398.05,16008473.89,0,
管理费用,21138054.65,14356678.60,0,27276104.91,18481729.13,0,0,32747394.80,20282257.68,0,
财务费用,576192.21,597634.11,0,5263917.84,4078658.69,0,0,9015718.00,3316196.69,0,
研发费用,27721749.56,17916231.92,0,31215731.31,21678212.39,0,0,22555645.66,13059839.18,0,
资产减值损失,0,0,0,0,0,0,0,0,0,0,
公允价值变动收益,90068.49,194643.84,0,140383.56,0,0,0,0,0,0,
投资收益,2448204.35,1759080.68,0,1551020.88,678767.08,0,0,0,363765.80,0,
其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,31070.03,0,
汇兑收益,0,0,0,0,0,0,0,0,0,0,
三、营业利润,80245779.50,33867664.78,-732800.00,83528264.06,1624302.09,-11161100.00,-4505600.00,41721060.09,5808341.15,0,
加:营业外收入,677798.84,223023.90,0,247495.06,112968.51,0,0,81441.45,120169.93,0,
减：营业外支出,33793.94,1017.46,0,204955.69,89089.35,0,0,813728.50,1292.40,0,
其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,
四、利润总额,80889784.40,34089671.22,-661000.00,83570803.43,1648181.25,-11282200.00,-4606800.00,40988773.04,5927218.68,0,
减：所得税费用,9988086.94,3937236.31,0,10231832.32,-1367297.92,0,0,5231443.10,625659.43,0,
五、净利润,70901697.46,30152434.91,158800.00,73338971.11,3015479.17,-8526100.00,-3678900.00,35757329.94,5301559.25,0,
归属于母公司所有者的净利润,70901697.46,30152434.91,158800.00,73338971.11,3015479.17,-8526100.00,-3678900.00,35757329.94,5301559.25,0,
少数股东损益,0,0,0,0,0,0,0,0,0,0,
基本每股收益(元/股),1.300000,0.550000,0,1.400000,0.060000,0,0,0.700000,0.100000,0,
稀释每股收益(元/股),0,0.550000,0,1.400000,0,0,0,0.700000,0.100000,0,
七、其他综合收益,0,0,0,0,0,0,0,0,0,0,
八、综合收益总额,70901697.46,30152434.91,0,73338971.11,3015479.17,0,0,35757329.94,5301559.25,0,
归属于母公司所有者的综合收益总额,70901697.46,30152434.91,0,73338971.11,3015479.17,0,0,35757329.94,5301559.25,0,
归属于少数股东的综合收益总额,0,0,0,0,0,0,0,0,0,0,
