,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,770232919.78,735204462.45,516884356.26,538653092.97,732560423.37,1247100849.04
收到的税费返还,4692269.45,4980777.08,7187192.05,5898994.53,37004747.30,38413716.87
收到的其他与经营活动有关的现金,81173532.76,42312375.52,23338586.89,26023199.96,43320489.19,394457955.63
经营活动现金流入小计,856098721.99,782497615.05,547410135.20,570575287.46,812885659.86,1679972521.54
购买商品、接受劳务支付的现金,487445223.50,439550490.83,317842206.55,305095004.82,287428802.17,658098179.01
支付给职工以及为职工支付的现金,79332582.94,96245740.23,121060882.99,124103440.84,131085449.45,167053208.85
支付的各项税费,35503603.71,64198146.27,38479168.46,59177732.60,60898943.38,78715220.77
支付的其他与经营活动有关的现金,109816752.69,87623871.28,62348142.60,64094597.20,141636878.50,529337840.44
经营活动现金流出小计,712098162.84,687618248.61,539730400.60,552470775.46,621050073.50,1433204449.07
经营活动产生的现金流量净额,144000559.15,94879366.44,7679734.60,18104512.00,191835586.36,246768072.47
收回投资所收到的现金,0,0,0,19266500.00,0,0
取得投资收益所收到的现金,114903.36,207382.05,497716.90,2024689.28,1800000.00,1800000.00
处置固定资产、无形资产和其他长期资产所收回的现金净额,45930476.93,3811809.58,198159.22,11049474.49,1834022.65,1329010.19
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0
收到的其他与投资活动有关的现金,0,0,41250854.79,235670132.55,166410444.27,0
投资活动现金流入小计,46045380.29,4019191.63,41946730.91,268010796.32,170044466.92,3129010.19
购建固定资产、无形资产和其他长期资产所支付的现金,206760823.94,244655093.67,188510616.33,90615419.04,162403303.67,133276773.34
投资所支付的现金,0,0,18000000.00,0,2000000.00,2000000.00
取得子公司及其他营业单位支付的现金净额,0,0,0,0,782214132.87,0
支付的其他与投资活动有关的现金,0,0,100000000.00,160000000.00,155000000.00,0
投资活动现金流出小计,206760823.94,244655093.67,306510616.33,250615419.04,1101617436.54,135276773.34
投资活动产生的现金流量净额,-160715443.65,-240635902.04,-264563885.42,17395377.28,-931572969.62,-132147763.15
吸收投资收到的现金,6000000.00,1600000.00,329411000.00,0,300000.00,0
其中：子公司吸收少数股东投资收到的现金,6000000.00,0,0,0,300000.00,0
取得借款收到的现金,676424365.00,763629675.10,577418654.30,746808800.00,1219396851.17,1203249637.92
发行债券收到的现金,0,0,0,0,0,0
