,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,278513776.48,312073326.56,339359648.52,376740524.87,405566055.34,415402536.37
营业收入,278513776.48,312073326.56,339359648.52,376740524.87,405566055.34,415402536.37
二、营业总成本,244826172.35,273472214.05,290404779.39,328676257.35,371655719.14,386531601.63
营业成本,182428001.98,206191240.53,213365352.24,239202840.35,282040565.83,291730391.44
营业税金及附加,1865616.30,2001638.23,2005521.64,2591946.33,3564468.07,4043153.06
销售费用,30860089.61,36664325.23,41301605.11,48601365.08,47319977.16,49679811.03
管理费用,25361635.73,22973348.82,29726614.61,31310619.18,24212454.99,27935899.25
财务费用,3833339.34,5122863.57,3129204.34,6552422.80,-1873586.34,-1654980.46
研发费用,0,0,0,0,13936482.85,14797327.31
资产减值损失,477489.39,518797.67,876481.45,417063.61,2455356.58,0
公允价值变动收益,0,0,0,0,0,-775800.00
投资收益,31996.16,18403.37,36608.48,47295.28,57751.55,1429010.96
其中:对联营企业和合营企业的投资收益,20111.68,3201.70,7592.82,24491.16,17309.10,28942.16
汇兑收益,0,0,0,0,0,0
三、营业利润,33719600.29,39022631.37,48955070.18,51118533.89,36662456.97,30308045.30
加:营业外收入,1072766.21,2100589.38,758400.00,149653.61,516247.59,286638.01
减：营业外支出,361329.30,373906.05,266539.62,12001.06,129004.81,70340.67
其中：非流动资产处置损失,3443.87,0,0,0,0,0
四、利润总额,34431037.20,40749314.70,49446930.56,51256186.44,37049699.75,30524342.64
减：所得税费用,6866646.12,5958794.16,7971456.76,6719876.56,5307290.80,4049673.06
五、净利润,27564391.08,34790520.54,41475473.80,44536309.88,31742408.95,26474669.58
归属于母公司所有者的净利润,27637750.20,34855566.92,41433660.73,44518614.40,31837984.42,26490829.47
少数股东损益,-73359.12,-65046.38,41813.07,17695.48,-95575.47,-16159.89
基本每股收益(元/股),0.570000,0.710000,0.850000,0.910000,0.530000,0.270000
稀释每股收益(元/股),0.570000,0.710000,0.850000,0.910000,0.530000,0.270000
七、其他综合收益,25917.91,148716.22,448352.12,-623059.81,540163.32,-7068.54
八、综合收益总额,27590308.99,34939236.76,41923825.92,43913250.07,32282572.27,26467601.04
归属于母公司所有者的综合收益总额,27663668.11,35004283.14,41902482.72,43907942.32,32369421.48,26531005.41
归属于少数股东的综合收益总额,-73359.12,-65046.38,21343.20,5307.75,-86849.21,-63404.37
