,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,378607494.02,403473141.41,389784401.00,459553203.38,523673098.18,506676003.68
收到的税费返还,10955862.46,8159460.76,6324696.45,7811205.61,11107019.92,10768024.46
收到的其他与经营活动有关的现金,4079499.05,11747535.14,18645027.52,11363837.37,14963862.72,19669048.20
经营活动现金流入小计,393642855.53,423380137.31,414754124.97,478728246.36,549743980.82,537113076.34
购买商品、接受劳务支付的现金,209939371.57,203075915.65,186539987.63,211687352.05,237047742.59,275397647.03
支付给职工以及为职工支付的现金,84727328.20,88778535.55,89761204.89,105911524.94,127191271.36,123938725.89
支付的各项税费,13220018.53,14144418.25,19584742.91,28653892.02,27221386.94,23842371.30
支付的其他与经营活动有关的现金,40548611.76,60816465.94,64249859.80,60257595.19,55646947.94,57575327.20
经营活动现金流出小计,348435330.06,366815335.39,360135795.23,406510364.20,447107348.83,480754071.42
经营活动产生的现金流量净额,45207525.47,56564801.92,54618329.74,72217882.16,102636631.99,56359004.92
收回投资所收到的现金,0,0,0,0,0,0
取得投资收益所收到的现金,2335293.95,2380203.45,2380203.45,913159.81,374245.83,922141.70
处置固定资产、无形资产和其他长期资产所收回的现金净额,505096.14,98058.25,813975.20,1097370.96,752200.00,293538.00
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,0
收到的其他与投资活动有关的现金,0,6650000.00,0,370000.00,0,0
投资活动现金流入小计,2840390.09,9128261.70,3194178.65,2380530.77,1126445.83,1215679.70
购建固定资产、无形资产和其他长期资产所支付的现金,33257636.25,28505459.81,28508526.81,56200619.33,90259410.78,55158873.65
投资所支付的现金,0,0,0,0,0,0
取得子公司及其他营业单位支付的现金净额,0,0,0,0,0,0
支付的其他与投资活动有关的现金,0,101037.79,494483.14,0,0,0
投资活动现金流出小计,33257636.25,28606497.60,29003009.95,56200619.33,90259410.78,55158873.65
投资活动产生的现金流量净额,-30417246.16,-19478235.90,-25808831.29,-53820088.56,-89132964.95,-53943193.95
吸收投资收到的现金,0,0,0,0,0,0
其中：子公司吸收少数股东投资收到的现金,0,0,0,0,0,0
取得借款收到的现金,195500000.00,159200000.00,180500000.00,172380000.00,176283642.14,181086462.68
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,84837301.76,37379248.50,30470000.00,25100000.00,0,0
筹资活动现金流入小计,280337301.76,196579248.50,210970000.00,197480000.00,176283642.14,181086462.68
偿还债务支付的现金,227000000.00,163500000.00,171250000.00,192626500.00,176738000.00,147738000.00
分配股利、利润或偿付利息所支付的现金,18897030.28,15359118.26,17702604.72,7608322.28,6764922.34,6853085.37
其中：子公司支付给少数股东的股利、利润,0,0,0,0,0,0
支付其他与筹资活动有关的现金,44980372.88,56063624.52,36861738.97,15276805.11,8713750.03,7800000.00
