,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,869480146.97,1353924754.93,2844120347.65,4383446140.42,5003882888.26,5341720203.72
营业收入,869480146.97,1353924754.93,2844120347.65,4383446140.42,5003882888.26,5341720203.72
二、营业总成本,780935196.06,1225280275.37,2290374326.72,2969214983.37,3745466404.18,4596265867.52
营业成本,683750012.94,1058987218.67,1860902537.61,2609419791.69,3197281384.89,4086209564.51
营业税金及附加,2789997.63,5671657.25,20991840.62,48581384.11,30582676.65,24736494.79
销售费用,27361173.63,34551403.38,50870263.17,53207041.69,82351806.73,62530623.17
管理费用,59064136.51,81010001.38,101873077.72,174940990.77,283290153.60,272855433.90
财务费用,6744155.75,18722646.93,17324129.91,53535770.69,81987851.20,70333887.87
研发费用,0,0,0,0,62527264.51,79599863.28
资产减值损失,1225719.60,26337347.76,238412477.69,29530004.42,4703657.16,0
公允价值变动收益,0,-586180.65,-118920.08,21041054.96,-219538668.40,-395160139.96
投资收益,3596269.82,1445323.56,22317249.52,257476152.44,174840160.90,162169041.40
其中:对联营企业和合营企业的投资收益,-759622.65,-676914.68,-672271.77,25959028.97,122954862.74,153154233.85
汇兑收益,0,0,0,0,0,0
三、营业利润,92141220.73,129503622.47,575944350.37,1754687253.23,1370506587.38,475311202.24
加:营业外收入,14860183.87,22432422.04,15967770.39,91399.94,20877640.40,3283460.12
减：营业外支出,5733522.06,2036967.77,57489809.36,16339037.95,4858341.98,4126608.19
其中：非流动资产处置损失,3224476.15,1592042.66,7271451.36,0,0,0
四、利润总额,101267882.54,149899076.74,534422311.40,1738439615.22,1386525885.80,474468054.17
减：所得税费用,16868306.51,25101679.29,69003609.71,269859649.55,162642784.08,121075971.03
五、净利润,84399576.03,124797397.45,465418701.69,1468579965.67,1223883101.72,353392083.14
归属于母公司所有者的净利润,85727369.95,125154019.34,464365096.17,1469078129.30,1223286884.35,358070976.45
少数股东损益,-1327793.92,-356621.89,1053605.52,-498163.63,596217.37,-4678893.31
基本每股收益(元/股),0.240000,0.340000,0.615500,1.983100,1.070000,0.280000
稀释每股收益(元/股),0.240000,0.340000,0.615700,1.983100,1.070000,0.280000
七、其他综合收益,-267298.01,30647708.94,209667354.64,110029489.64,31953071.36,90211202.78
八、综合收益总额,84132278.02,155445106.39,675086056.33,1578609455.31,1255836173.08,443603285.92
归属于母公司所有者的综合收益总额,85460071.94,155801728.28,674032450.81,1581490149.00,1259922449.53,447909201.06
归属于少数股东的综合收益总额,-1327793.92,-356621.89,1053605.52,-2880693.69,-4086276.45,-4305915.14
