,20141231,20151231,20161231,20171231,20181231,20191231
销售商品、提供劳务收到的现金,2996935272.15,4414588390.23,6209153762.92,7984815580.04,7800533593.85,7620863437.79
收到的税费返还,0,0,0,0,0,0
收到的其他与经营活动有关的现金,984761263.48,3306293881.12,5625005752.22,9045571060.41,5895210324.45,6096845562.23
经营活动现金流入小计,3981696535.63,7720882271.35,11834159515.14,17030386640.45,13695743918.30,13717709000.02
购买商品、接受劳务支付的现金,0,0,0,165364561.34,253790675.57,435289036.82
支付给职工以及为职工支付的现金,1798238970.15,2110873494.93,2620981326.50,3038466542.58,3321715812.88,3012277421.77
支付的各项税费,342030549.38,437530454.99,689193645.57,917828430.12,958774164.43,543557885.35
支付的其他与经营活动有关的现金,2763284629.04,4721880245.78,6229673598.33,15934598589.93,8193970131.09,8152153692.91
经营活动现金流出小计,4903554148.57,7270284195.70,9539848570.40,20056258123.97,12728250783.97,12143278036.85
经营活动产生的现金流量净额,-921857612.94,450598075.65,2294310944.74,-3025871483.52,967493134.33,1574430963.17
收回投资所收到的现金,1600000.00,20579667.88,90302925.00,216224931.16,8100346.70,34424671.70
取得投资收益所收到的现金,1957686.76,3643497.63,17797025.14,26014601.98,28775271.60,22711649.86
处置固定资产、无形资产和其他长期资产所收回的现金净额,530145.79,407019.85,1649500.47,4002672.05,12419924.66,30067378.56
处置子公司及其他营业单位收到的现金净额,0,0,0,0,0,1681653.07
收到的其他与投资活动有关的现金,0,0,0,17064831.84,0,0
投资活动现金流入小计,4087832.55,24630185.36,109749450.61,263307037.03,49295542.96,88885353.19
购建固定资产、无形资产和其他长期资产所支付的现金,30953786.85,30275361.83,140292124.89,396116352.62,451409604.82,251049474.04
投资所支付的现金,70500500.00,178961420.39,394546084.56,529748029.75,159698446.80,115823000.00
取得子公司及其他营业单位支付的现金净额,0,20634927.43,0,0,9010976.04,0
支付的其他与投资活动有关的现金,0,0,9151444.80,500000.00,1324952.91,0
投资活动现金流出小计,101454286.85,229871709.65,543989654.25,926364382.37,621443980.57,366872474.04
投资活动产生的现金流量净额,-97366454.30,-205241524.29,-434240203.64,-663057345.34,-572148437.61,-277987120.85
吸收投资收到的现金,6115242.60,1122967656.04,99050198.85,14552645.25,10953955.00,15294503.31
其中：子公司吸收少数股东投资收到的现金,6115242.60,1950000.00,16416240.45,14552645.25,10953955.00,15294503.31
取得借款收到的现金,541029004.00,1303163925.61,1094941257.26,2597007666.67,3665320055.85,2675269133.13
发行债券收到的现金,0,0,0,0,0,0
收到其他与筹资活动有关的现金,428623101.65,815896988.04,36467439.04,2228479828.20,1447386248.65,496191471.51
筹资活动现金流入小计,975767348.25,3242028569.69,1230458895.15,4840040140.12,5123660259.50,3186755107.95
偿还债务支付的现金,12100000.00,653711099.79,1781775992.48,643000000.00,3498518412.89,3035479574.21
分配股利、利润或偿付利息所支付的现金,75723973.09,224898658.67,186303061.54,315533856.04,529649761.05,341189641.53
其中：子公司支付给少数股东的股利、利润,33221368.80,26203230.31,51444885.17,39941118.09,59495984.17,38486207.65
支付其他与筹资活动有关的现金,38082891.87,526893185.59,731141408.30,1007950166.40,1525511440.02,1146247816.62
筹资活动现金流出小计,125906864.96,1405502944.05,2699220462.32,1966484022.44,5553679613.96,4522917032.36
筹资活动产生的现金流量净额,849860483.29,1836525625.64,-1468761567.17,2873556117.68,-430019354.46,-1336161924.41
四、汇率变动对现金及现金等价物的影响,-7506.49,63958.03,70174.44,-575231.13,618267.98,251845.83
五、现金及现金等价物净增加额,-169371090.44,2081946135.03,391379348.37,-815947942.31,-34056389.76,-39466236.26
加:期初现金及现金等价物余额,955316658.83,785945568.39,2867891703.42,3259271051.79,2443323109.48,2409266719.72
六、期末现金及现金等价物余额,785945568.39,2867891703.42,3259271051.79,2443323109.48,2409266719.72,2369800483.46
净利润,418970125.96,544007870.00,782895239.16,1055842932.36,453682516.01,96741941.83
少数股东权益,0,0,0,0,0,0
未确认的投资损失,0,0,0,0,0,0
资产减值准备,59279162.83,121557443.00,45416688.99,139388053.58,237633994.49,19753385.69
固定资产折旧、油气资产折耗、生产性物资折旧,24486218.25,23457053.72,22010100.79,24994905.75,38279438.74,37887002.58
无形资产摊销,1975755.95,7233295.75,6806084.04,2988469.92,2383301.51,3127921.40
长期待摊费用摊销,8169311.11,8974630.84,15959013.48,84697736.80,215153737.62,309096423.63
待摊费用的减少,0,0,0,0,0,0
预提费用的增加,0,0,0,0,0,0
处置固定资产、无形资产和其他长期资产的损失,264413.33,479761.57,-504748.91,-67841.34,-566099.54,-469153.05
固定资产报废损失,0,0,0,0,0,0
公允价值变动损失,0,0,0,0,0,0
递延收益增加（减：减少）,0,0,0,0,0,0
