,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20180331,20171231,20161231,19700101,
一、营业总收入,1238398708.87,716025207.34,306900748.84,1979148918.89,1351772312.07,853356964.84,359369000.00,1385727211.09,983277107.70,566304554.65,243021900.00,805587943.59,354954720.01,0,
营业收入,1238398708.87,716025207.34,306900748.84,1979148918.89,1351772312.07,853356964.84,359369000.00,1385727211.09,983277107.70,566304554.65,243021900.00,805587943.59,354954720.01,0,
二、营业总成本,1248451362.20,756098193.88,312526014.17,1726836417.68,1154091473.61,742125211.65,0,1147867926.15,802049042.02,485019659.28,0,721907195.43,386993313.69,0,
营业成本,892453334.39,529787789.94,205113820.04,1183650635.25,795826871.07,511757903.12,0,783243430.56,575302875.69,328900616.88,0,467633017.09,237914378.06,0,
营业税金及附加,4205362.39,2329710.56,848964.73,7610151.14,5703626.02,4336950.98,0,13613823.19,11152683.49,5543463.12,0,5827353.42,1096684.10,0,
销售费用,83078892.91,50833894.50,24522520.30,151760111.00,101496726.09,60585489.84,0,102349110.00,62534894.73,40962137.75,0,71735187.85,42400965.18,0,
管理费用,113115280.56,77813657.09,34641364.44,152626530.61,88900870.55,58777738.22,0,95580970.10,71043853.91,50022750.91,0,45721344.20,25469495.54,0,
财务费用,9040635.11,8037691.04,3640120.46,29491223.42,24776270.90,17357639.69,0,-2652161.71,-1243680.20,7911629.86,0,17060958.20,5060350.90,0,
研发费用,146557856.84,87295450.75,43759224.20,201697766.26,137387108.98,89309489.80,0,135730450.92,83258414.40,51679060.76,0,93301550.40,70124832.90,0,
资产减值损失,0,0,0,0,0,0,0,20002303.09,0,0,0,20627784.27,4926607.01,0,
公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
投资收益,12610023.47,11726688.51,6951747.26,9549063.05,-2123921.67,-3460616.55,0,0,0,0,0,0,18945.20,0,
其中:对联营企业和合营企业的投资收益,-149153.80,901894.80,719638.49,-3927.93,-2867879.34,-3458306.31,0,0,0,0,0,0,0,0,
汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
三、营业利润,34721113.62,-5214216.28,14242080.96,279632775.17,210504316.19,123047188.77,52084800.00,258796612.06,178163596.44,88813882.98,20661400.00,102259237.23,-32019648.48,0,
加:营业外收入,876830.38,270615.48,17320.21,3926066.73,3054939.31,2330175.84,0,1315412.86,994.08,129.98,0,386874.80,32275127.15,0,
减：营业外支出,854035.98,740701.95,375729.00,4200197.56,1047347.56,1031334.68,0,1845147.81,1075272.00,1046974.47,0,1845985.55,58532.58,0,
其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
四、利润总额,34743908.02,-5684302.75,13883672.17,279358644.34,212511907.94,124346029.93,52710500.00,258266877.11,177089318.52,87767038.49,20609500.00,100800126.48,196946.09,0,
减：所得税费用,18096689.22,2693941.42,6583959.00,54982221.63,52507610.31,33140213.74,0,46715665.67,41022729.52,23274190.99,0,-12070303.72,-17818074.99,0,
五、净利润,16647218.80,-8378244.17,7299713.17,224376422.71,160004297.63,91205816.19,37606500.00,211551211.44,136066589.00,64492847.50,13482400.00,112870430.20,18015021.08,0,
归属于母公司所有者的净利润,44138225.23,14327442.96,13322216.29,186457276.71,124130427.05,66579574.06,27848200.00,176971092.49,109886258.14,47494921.63,7955200.00,105393395.69,13943617.40,0,
少数股东损益,-27491006.43,-22705687.13,-6022503.12,37919146.00,35873870.58,24626242.13,0,34580118.95,26180330.86,16997925.87,0,7477034.51,4071403.68,0,
基本每股收益(元/股),0.100000,0.030000,0.030000,0.450000,0.310000,0.170000,0,0.730000,0.560000,0.460000,0,0,0,0,
稀释每股收益(元/股),0.100000,0.030000,0.030000,0.450000,0.310000,0,0,0.730000,0.560000,0,0,0,0,0,
七、其他综合收益,2236630.70,1039650.57,3832339.57,2311885.81,5526550.64,-434926.03,0,948957.22,1193717.31,78340.14,0,-233.22,0,0,
八、综合收益总额,18883849.50,-7338593.60,11132052.74,226688308.52,165530848.27,90770890.16,0,212500168.66,137260306.31,64571187.64,0,112870196.98,18015021.08,0,
归属于母公司所有者的综合收益总额,46344174.65,15341258.16,17119535.10,188699637.56,129460807.38,66146912.85,0,178016028.71,111079975.45,47573261.77,0,105393162.47,13943617.40,0,
归属于少数股东的综合收益总额,-27460325.15,-22679851.76,-5987482.36,37988670.96,36070040.89,24623977.31,0,34484139.95,26180330.86,16997925.87,0,7477034.51,4071403.68,0,
