,20141231,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,675729225.97,675729225.97,717722235.45,858548583.17,1034261956.29,1115613222.21,1194210118.54
营业收入,675729225.97,675729225.97,717722235.45,858548583.17,1034261956.29,1115613222.21,1194210118.54
二、营业总成本,599639140.27,599639140.27,646976918.99,740325902.00,909933010.83,994452040.95,1041080506.13
营业成本,524427502.93,524427502.93,552501274.44,637503910.89,795218658.78,850886290.16,904391274.83
营业税金及附加,1169409.69,1169409.69,1149837.53,3736755.95,5403202.30,4731319.96,5377252.25
销售费用,16073888.77,16073888.77,16250582.26,19189534.94,31221253.62,42458890.44,49312765.19
管理费用,54714883.04,54714883.04,72645032.45,73630227.54,73082869.14,65478333.71,64392539.70
财务费用,-965689.40,-965689.40,4202622.92,415987.95,3265903.10,-3125480.57,148197.25
研发费用,0,0,0,0,0,17361621.69,17458476.91
资产减值损失,4219145.24,4219145.24,227569.39,5849484.73,1741123.89,16661065.56,0
公允价值变动收益,0,0,0,0,0,0,-38239040.33
投资收益,2863158.34,2863158.34,2090561.05,1407465.49,8155374.51,27446381.15,18528134.79
其中:对联营企业和合营企业的投资收益,112384.37,112384.37,196942.27,142178.21,-333636.01,79039.62,97437.41
汇兑收益,0,0,0,0,0,0,0
三、营业利润,78953244.04,78953244.04,72835877.51,119630146.66,141705498.91,152663995.71,140851164.81
加:营业外收入,4239690.30,4239690.30,10882595.17,3673102.37,2459866.55,5246054.57,1170401.40
减：营业外支出,17745.95,17745.95,71145.00,79668.32,116087.44,178560.44,614800.00
其中：非流动资产处置损失,17745.95,17745.95,21145.00,0,0,0,0
四、利润总额,83175188.39,83175188.39,83647327.68,123223580.71,144049278.02,157731489.84,141406766.21
减：所得税费用,13033845.46,13033845.46,11918202.53,18603195.47,24304649.78,19941573.04,12915944.80
五、净利润,70141342.93,70141342.93,71729125.15,104620385.24,119744628.24,137789916.80,128490821.41
归属于母公司所有者的净利润,69900972.87,69900972.87,72163899.48,103932009.90,118814266.16,137525264.12,127868422.41
少数股东损益,240370.06,240370.06,-434774.33,688375.34,930362.08,264652.68,622399.00
基本每股收益(元/股),0.620000,0.620000,0.640000,0.920000,0.950000,0.910000,0.850000
稀释每股收益(元/股),0.620000,0.620000,0.640000,0.920000,0.950000,0.910000,0.850000
七、其他综合收益,13850.02,13850.02,24223.50,408644.02,-765613.71,556083.23,310385.75
八、综合收益总额,70155192.95,70155192.95,71753348.65,105029029.26,118979014.53,138346000.03,128801207.16
归属于母公司所有者的综合收益总额,69914822.89,69914822.89,72188122.98,104340653.92,118048652.45,138081347.35,128178808.16
归属于少数股东的综合收益总额,240370.06,240370.06,-434774.33,688375.34,930362.08,264652.68,622399.00
