,20141231,20141231,20151231,20161231,20171231,20181231,20191231
货币资金,68586404.02,68586404.02,141150976.22,165591383.39,181252732.67,204072805.49,407352114.11
交易性金融资产,0,0,0,0,0,0,123460959.67
衍生金融资产,0,0,0,0,0,0,0
应收票据及应收账款,0,124408379.99,116978845.66,164356347.98,243574682.84,272548233.58,227710558.11
应收票据,17867715.39,17867715.39,35234319.48,49931164.05,111850957.47,63432648.88,9168256.08
应收账款,106540664.60,106540664.60,81744526.18,114425183.93,131723725.37,209115584.70,218542302.03
应收款项融资,0,0,0,0,0,0,59465061.90
预付款项,4284097.69,4284097.69,2451901.80,5667813.17,7330154.93,6882151.30,6600630.73
其他应收款(合计),0,5881434.97,3551077.30,24402395.42,10608784.88,16643419.44,10741455.02
应收利息,0,0,0,0,1742746.74,7640578.89,0
应收股利,0,0,0,0,0,0,0
其他应收款,5881434.97,5881434.97,3551077.30,24402395.42,8866038.14,9002840.55,10741455.02
买入返售金融资产,0,0,0,0,0,0,0
存货,89531606.61,89531606.61,79462372.94,58147168.63,86763405.22,139656957.33,178195753.73
划分为持有待售的资产,0,0,0,0,0,0,0
一年内到期的非流动资产,0,0,0,0,0,0,0
待摊费用,0,0,0,0,0,0,0
待处理流动资产损益,0,0,0,0,0,0,0
其他流动资产,252254239.00,252254239.00,14441626.04,2003574.87,549642957.17,539430541.37,108974219.61
流动资产合计,544946162.28,544946162.28,358036799.96,420168683.46,1079172717.71,1179234108.51,1122500752.88
发放贷款及垫款,0,0,0,0,0,0,0
可供出售金融资产,0,0,0,0,0,0,0
持有至到期投资,0,0,0,0,0,0,0
长期应收款,0,0,0,0,0,0,0
长期股权投资,5117207.24,5117207.24,5314149.51,5456327.72,5122691.71,5201731.33,5299168.74
投资性房地产,0,0,0,0,0,0,0
在建工程(合计),0,0,11200672.35,15256866.36,50226259.07,182381535.39,446205935.14
在建工程,0,0,11200672.35,15256866.36,50226259.07,182381535.39,446205935.14
工程物资,0,0,0,0,0,0,0
固定资产及清理(合计),0,287136205.22,400453961.89,384139766.77,369707850.03,342249747.20,328344019.22
固定资产净额,287136205.22,287136205.22,400453961.89,384139766.77,369707850.03,342249747.20,328344019.22
固定资产清理,0,0,0,0,0,0,0
生产性生物资产,0,0,0,0,0,0,0
公益性生物资产,0,0,0,0,0,0,0
油气资产,0,0,0,0,0,0,0
使用权资产,0,0,0,0,0,0,0
无形资产,51164366.22,51164366.22,204945693.99,200266723.42,195604297.28,163696507.38,159598838.20
开发支出,0,0,0,0,0,0,0
商誉,0,0,0,0,0,0,0
长期待摊费用,0,0,0,0,0,0,0
递延所得税资产,2225071.12,2225071.12,6570471.29,8808804.66,5468283.72,8198435.80,16870444.24
其他非流动资产,0,0,5164147.57,5164147.57,5164147.57,0,0
非流动资产合计,345642849.80,345642849.80,633649096.60,619092636.50,631293529.38,701727957.10,956318405.54
资产总计,890589012.08,890589012.08,991685896.56,1039261319.96,1710466247.09,1880962065.61,2078819158.42
短期借款,100000000.00,100000000.00,50000000.00,0,0,0,0
交易性金融负债,0,0,0,0,0,0,0
应付票据及应付账款,0,203726524.91,256537190.11,230366241.03,247816713.84,311694908.82,416304365.41
应付票据,24601368.00,24601368.00,47464815.00,50071795.47,77774824.78,77627427.08,216778601.34
应付账款,179125156.91,179125156.91,209072375.11,180294445.56,170041889.06,234067481.74,199525764.07
预收款项,1916465.46,1916465.46,3813617.26,5390320.40,11663788.90,8616607.04,3482573.00
应付手续费及佣金,0,0,0,0,0,0,0
