,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,1227636592.54,2371647775.65,3075445454.84,3238940560.41,3315297745.99,4013155237.25
营业收入,1227636592.54,2371647775.65,3075445454.84,3238940560.41,3315297745.99,4013155237.25
二、营业总成本,1028904705.26,2154468638.19,2809331236.50,2934612703.39,3259535575.49,3942668809.48
营业成本,768352582.78,1697114316.78,2245125650.97,2269656878.13,2394651341.38,3033410206.48
营业税金及附加,7419999.57,9190504.91,26342835.26,39114862.83,39775179.28,27194734.59
销售费用,131120791.88,295898010.25,334462928.85,350702649.80,446200477.83,511016276.78
管理费用,88755149.55,138895017.17,141322003.71,163840333.46,162193891.76,198307554.90
财务费用,18349331.39,7610845.96,56306635.17,91878226.55,132079625.42,148478584.42
研发费用,0,0,0,0,22909665.05,24261452.31
资产减值损失,14906850.09,5759943.12,5771182.54,19419752.62,61725394.77,0
公允价值变动收益,0,0,0,0,0,0
投资收益,4805765.38,1940334.23,5618.80,5618.80,269525046.71,43691836.75
其中:对联营企业和合营企业的投资收益,0,0,0,0,0,-6701174.45
汇兑收益,0,0,0,0,0,0
三、营业利润,203537652.66,219119471.69,266119837.14,304333475.82,329470232.41,127424035.64
加:营业外收入,4496589.04,5092122.35,31657378.90,52629312.33,4745952.24,4044520.11
减：营业外支出,248592.43,2103831.24,2629152.43,2763554.86,5626678.05,7353665.70
其中：非流动资产处置损失,629.60,178470.46,255963.01,0,0,0
四、利润总额,207785649.27,222107762.80,295148063.61,354199233.29,328589506.60,124114890.05
减：所得税费用,15410155.81,26529509.18,42268225.42,59885207.18,53408858.48,22289782.02
五、净利润,192375493.46,195578253.62,252879838.19,294314026.11,275180648.12,101825108.03
归属于母公司所有者的净利润,186306922.85,190123517.99,243327625.53,290398637.48,270891715.00,96093939.63
少数股东损益,6068570.61,5454735.63,9552212.66,3915388.63,4288933.12,5731168.40
基本每股收益(元/股),0.300000,0.260000,0.320000,0.380000,0.350000,0.130000
稀释每股收益(元/股),0.300000,0.260000,0.310000,0.380000,0.350000,0.130000
七、其他综合收益,0,512922.98,3466147.34,-4153102.04,3653493.31,1189809.19
八、综合收益总额,192375493.46,196091176.60,256345985.53,290160924.07,278834141.43,103014917.22
归属于母公司所有者的综合收益总额,186306922.85,190636440.97,246793772.87,286245535.44,274582154.53,97135527.00
归属于少数股东的综合收益总额,6068570.61,5454735.63,9552212.66,3915388.63,4251986.90,5879390.22
