,20200930,20200630,20191231,20190930,20190630,20181231,20171231,20161231,19700101,
一、营业总收入,34900423900.00,21007300041.91,44749217204.55,33174269400.00,20689030460.00,37705056125.01,31355482536.83,19714732684.30,0,
营业收入,34900423900.00,21007300041.91,44749217204.55,33174269400.00,20689030460.00,37705056125.01,31355482536.83,19714732684.30,0,
二、营业总成本,0,19786477404.57,43647070658.03,0,20189829663.84,37166941149.63,30718068908.77,19125618809.70,0,
营业成本,0,19543803664.90,43031503156.20,0,19920973851.44,36662141620.00,30346468576.75,18850689069.72,0,
营业税金及附加,0,44200639.12,83196492.87,0,38702145.67,78185754.79,55065611.48,41376239.42,0,
销售费用,0,60865839.24,263044718.31,0,96316735.73,144299000.91,110315432.96,71944122.78,0,
管理费用,0,96420312.27,201348080.05,0,98144464.97,198846706.78,166924649.27,123150779.65,0,
财务费用,0,39041255.92,58860295.83,0,31586648.80,55550462.20,17712479.67,-8318462.63,0,
研发费用,0,2145693.12,9117914.77,0,4105817.23,7864154.11,12361523.14,8783757.27,0,
资产减值损失,0,0,0,0,0,20053450.84,9220635.50,37993303.49,0,
公允价值变动收益,0,-46353833.99,27451151.71,0,20094602.98,0,0,0,0,
投资收益,0,-11562711.41,-454915.74,0,-1317994.77,17524227.30,23835538.05,26479005.95,0,
其中:对联营企业和合营企业的投资收益,0,0,0,0,0,341052.46,23874572.68,26066132.46,0,
汇兑收益,0,0,0,0,0,0,0,0,0,
三、营业利润,34900423900.00,1180895999.78,1177010428.26,33174269400.00,535669393.19,597597136.58,683172970.59,615592880.55,0,
加:营业外收入,0,4508948.16,12163933.83,0,3756012.83,28371450.96,9348562.53,50178854.21,0,
减：营业外支出,0,4688420.51,7316734.99,0,2252745.23,14520979.00,30465588.54,9730211.84,0,
其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,
四、利润总额,1546085500.00,1180716527.43,1181857627.10,793992900.00,537172660.79,611447608.54,662055944.58,656041522.92,0,
减：所得税费用,0,291889149.09,284339318.83,0,141135401.92,143618247.22,144463882.50,157873164.02,0,
五、净利润,1131387200.00,888827378.34,897518308.27,600512700.00,396037258.87,467829361.32,517592062.08,498168358.90,0,
归属于母公司所有者的净利润,1102740700.00,867629287.16,864614671.51,571350500.00,375238874.15,441957386.16,514593809.45,497029770.31,0,
少数股东损益,0,21198091.18,32903636.76,0,20798384.72,25871975.16,2998252.63,1138588.59,0,
基本每股收益(元/股),0,0.680000,0.680000,0,0.300000,0.340000,0.410000,0.390000,0,
稀释每股收益(元/股),0,0.680000,0.680000,0,0.300000,0.340000,0.410000,0.390000,0,
七、其他综合收益,0,0,0,0,0,0,0,0,0,
八、综合收益总额,0,888827378.34,897518308.27,0,396037258.87,467829361.32,517592062.08,498168358.90,0,
归属于母公司所有者的综合收益总额,0,867629287.16,864614671.51,0,375238874.15,441957386.16,514593809.45,497029770.31,0,
归属于少数股东的综合收益总额,0,21198091.18,32903636.76,0,20798384.72,25871975.16,2998252.63,1138588.59,0,
