,20200930,20200630,20191231,20190630,20181231,20171231,20161231,19700101,
货币资金,0,2446435758.70,2853885466.66,1724093862.33,1746201105.84,1671880471.10,1250494140.15,0,
交易性金融资产,0,339101429.16,110455263.15,120094602.98,0,0.00,0.00,0,
衍生金融资产,0,0,0,0,0,0,0,0,
应收票据及应收账款,0,482202492.38,256049701.92,402033284.91,417773962.72,442591997.52,275070905.02,0,
应收票据,0,97397121.01,59400312.22,113712037.25,154481850.59,5250000.00,7711810.01,0,
应收账款,0,384805371.37,196649389.70,288321247.66,263292112.13,437341997.52,267359095.01,0,
应收款项融资,0,1600000.00,2823616.95,41647139.12,0,0.00,0.00,0,
预付款项,0,1464815916.86,1017950683.90,793469734.51,564830093.82,146078647.82,97627765.22,0,
其他应收款(合计),0,19208802.18,40453476.56,50145702.16,69100343.04,89991225.60,834775003.97,0,
应收利息,0,0,0,0,0,0,0,0,
应收股利,0,0,0,0,0,0,0,0,
其他应收款,0,19208802.18,40453476.56,0,0,0,0,0,
买入返售金融资产,0,0,0,0,0,0,0,0,
存货,0,2260571426.28,1790259119.24,2155649055.43,1764066074.32,1820126568.30,1441783213.32,0,
划分为持有待售的资产,0,0,0,0,0,0,0,0,
一年内到期的非流动资产,0,0,0,0,0,0,0,0,
待摊费用,0,0,0,0,0,0,0,0,
待处理流动资产损益,0,0,0,0,0,0,0,0,
其他流动资产,0,118270674.93,135790047.75,166123955.55,99572706.82,40812577.14,4881979.04,0,
流动资产合计,0,7132206500.49,6207667376.13,5453257336.99,4661544286.56,4211481487.48,3904633006.72,0,
发放贷款及垫款,0,0,0,0,0,0,0,0,
可供出售金融资产,0,0,0,0,100000000.00,100000000.00,100000000.00,0,
持有至到期投资,0,0,0,0,0,0.00,0.00,0,
长期应收款,0,0,0,0,0,0,0,0,
长期股权投资,0,0,0,0,0,509415653.43,507055982.30,0,
投资性房地产,0,10658029.12,12527467.50,6802241.62,7108308.60,7642863.70,17223186.02,0,
在建工程(合计),0,73402774.04,106470361.81,102306870.19,482757502.01,32221784.65,25279294.95,0,
在建工程,0,73402774.04,106470361.81,0,0,0,0,0,
工程物资,0,0,0,0,0,0,0,0,
固定资产及清理(合计),0,2146490167.54,2078993208.05,2088033270.28,1762005880.89,1406893221.34,1421772600.00,0,
固定资产净额,0,2146174445.16,2078993208.05,0,0,0,0,0,
固定资产清理,0,315722.38,0,0,0,0,0,0,
生产性生物资产,0,0,0,0,0,0,0,0,
公益性生物资产,0,0,0,0,0,0,0,0,
油气资产,0,0,0,0,0,0,0,0,
使用权资产,0,0,0,0,0,0,0,0,
无形资产,0,350630121.75,354803839.81,358579880.41,361595366.53,155861526.74,156195390.98,0,
开发支出,0,0,0,0,0,0,0,0,
商誉,0,3260778.20,3260778.20,3260778.20,3260778.20,0,0,0,
长期待摊费用,0,13505797.57,16490210.72,18443555.73,15468148.96,7996177.50,12128625.66,0,
递延所得税资产,0,47803546.21,41472468.93,39676206.29,47806028.49,27958361.41,29212838.77,0,
