,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20171231,20161231,19700101,
货币资金,1279979359.30,1575892069.79,1378308056.75,2201461035.83,704966726.90,0,737399203.26,853918749.17,331871453.19,557563424.57,0,
交易性金融资产,623522356.03,784275336.66,613000000.00,0,0,0,3000000.00,0,380958.90,0,0,
衍生金融资产,0,0,0,0,0,0,0,0,0,0,0,
应收票据及应收账款,337797515.91,303852826.89,362050936.40,372979373.22,351834839.82,0,241134619.17,223885975.03,221168982.49,218344622.29,0,
应收票据,0,0,0,1356640.00,19798473.59,0,24447672.12,21608534.12,68647710.72,38861287.02,0,
应收账款,337797515.91,303852826.89,362050936.40,371622733.22,332036366.23,0,216686947.05,202277440.91,152521271.77,179483335.27,0,
应收款项融资,23482378.11,10812989.25,9559093.60,20499051.30,0,0,0,0,0,0,0,
预付款项,52429573.08,51995253.41,33016961.35,37095200.90,40976080.89,0,30369456.30,16514517.37,7328052.64,9602824.99,0,
其他应收款(合计),24189401.44,15173106.89,10955770.36,7457693.26,19284596.03,0,15437646.05,12364552.80,60972122.02,43534996.49,0,
应收利息,0,0,0,0,0,0,0,2747060.97,20937411.41,12280000.00,0,
应收股利,0,0,0,0,0,0,0,0,0,0,0,
其他应收款,0,15173106.89,0,7457693.26,0,0,15437646.05,9617491.83,40034710.61,31254996.49,0,
买入返售金融资产,0,0,0,0,0,0,0,0,0,0,0,
存货,414255789.38,402009907.41,345948832.49,314508556.65,266288631.41,0,205378130.28,176673585.30,140117599.42,151919630.10,0,
划分为持有待售的资产,0,0,0,0,0,0,0,0,0,0,0,
一年内到期的非流动资产,0,0,0,0,0,0,0,0,0,0,0,
待摊费用,0,0,0,0,0,0,0,0,0,0,0,
待处理流动资产损益,0,0,0,0,0,0,0,0,0,0,0,
其他流动资产,898655187.29,774361299.78,970830327.42,816682233.50,21896874.30,0,7025504.24,13622138.73,407918302.16,345813.51,0,
流动资产合计,3654311560.54,3918372790.08,3723669978.37,3770683144.66,1405247749.35,0,1239744559.29,1296979518.40,1169757470.82,981311311.95,0,
发放贷款及垫款,0,0,0,0,0,0,0,0,0,0,0,
可供出售金融资产,0,0,0,0,0,0,0,0,0,0,0,
持有至到期投资,0,0,0,0,0,0,0,0,0,0,0,
长期应收款,0,0,0,0,0,0,0,0,0,0,0,
长期股权投资,24626484.81,25702009.33,25800780.20,14608533.53,14713115.72,0,14146695.45,14522780.15,0,0,0,
投资性房地产,0,0,0,0,0,0,0,0,0,0,0,
在建工程(合计),530107233.81,335950592.97,268480592.85,171802637.19,115622423.20,0,104762586.86,85670122.27,4341785.72,16288835.25,0,
在建工程,0,335950592.97,0,171802637.19,0,0,0,0,0,0,0,
工程物资,0,0,0,0,0,0,0,0,0,0,0,
固定资产及清理(合计),453817434.86,450610601.34,451621929.84,459654595.87,424677046.65,0,369338317.03,376211942.00,373956736.24,369379034.35,0,
固定资产净额,0,450610601.34,0,459654595.87,0,0,369338317.03,376211942.00,373956736.24,369379034.35,0,
固定资产清理,0,0,0,0,0,0,0,0,0,0,0,
生产性生物资产,0,0,0,0,0,0,0,0,0,0,0,
公益性生物资产,0,0,0,0,0,0,0,0,0,0,0,
油气资产,0,0,0,0,0,0,0,0,0,0,0,
使用权资产,0,0,0,0,0,0,0,0,0,0,0,
无形资产,424666444.88,393305982.96,395116357.62,385481731.60,387163822.60,0,162131636.09,162892969.06,90266885.98,69307904.47,0,
开发支出,0,0,0,0,0,0,0,0,0,0,0,
商誉,77089503.08,73756913.50,72630548.45,72692865.92,72118987.12,0,70322941.77,72988641.39,72570091.20,0,0,
长期待摊费用,16843771.22,17699288.38,17746382.74,18906610.47,10925733.72,0,11759380.74,6165201.18,2561965.88,566696.80,0,
递延所得税资产,66134989.55,64932043.84,62163936.48,42890182.61,29222382.30,0,22446825.07,21006175.58,15175299.26,14582164.53,0,
其他非流动资产,59737301.37,59507697.91,14408584.04,34939565.81,41198059.32,0,102903957.90,34566719.50,154418300.45,232755017.19,0,
