,20141231,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,1837857691.13,1823698710.23,2389392221.47,3221579722.09,3791717683.67,4525252828.79,5269266497.93
营业收入,1837857691.13,1823698710.23,2389392221.47,3221579722.09,3791717683.67,4525252828.79,5269266497.93
二、营业总成本,1797591975.65,1744887111.22,2225797070.48,3031686126.19,3577251011.88,4253366925.73,4836112663.61
营业成本,1002916376.24,994274516.11,1292068298.63,1857303977.54,2238786043.49,2767979596.25,3189146633.71
营业税金及附加,1006609.99,1006609.99,1122285.35,4750957.92,5848572.59,6367709.64,6308607.24
销售费用,343130260.60,341600564.28,453563662.70,589030765.71,635824204.39,701331579.01,804645302.82
管理费用,427396004.91,384865163.42,446675562.30,543131096.72,649112587.47,441738942.09,482917160.35
财务费用,19654664.79,19656506.88,28104676.34,29100963.21,33186643.17,30472519.35,29072297.20
研发费用,0,0,0,0,0,290846930.51,324022662.29
资产减值损失,3488059.12,3483750.54,4262585.16,8368365.09,14492960.77,14629648.88,0
公允价值变动收益,0,0,0,0,0,0,0
投资收益,0,0,-819761.48,-917775.38,6319599.32,-2251011.74,41775835.92
其中:对联营企业和合营企业的投资收益,0,0,-819761.48,-917775.38,-555307.21,-2501889.46,-3448259.94
汇兑收益,0,0,0,0,0,0,0
三、营业利润,40265715.48,78811599.01,162775389.51,188975820.52,262545378.79,311959233.16,484034999.67
加:营业外收入,12583685.39,12583685.39,29504290.21,43299467.37,10048227.92,11565971.72,16243302.48
减：营业外支出,594758.98,594758.98,3133928.73,1446924.02,770941.28,2749056.57,4554679.41
其中：非流动资产处置损失,397219.71,397219.71,497189.51,272074.19,0,0,0
四、利润总额,52254641.89,90800525.42,189145750.99,230828363.87,271822665.43,320776148.31,495723622.74
减：所得税费用,12165874.14,11937779.48,45451674.04,44505069.01,63720521.12,65382309.79,80459287.53
五、净利润,40088767.75,78862745.94,143694076.95,186323294.86,208102144.31,255393838.52,415264335.21
归属于母公司所有者的净利润,31255951.71,70029929.90,131430840.95,170035207.05,188505401.23,233321406.03,402331127.66
少数股东损益,8832816.04,8832816.04,12263236.00,16288087.81,19596743.08,22072432.49,12933207.55
基本每股收益(元/股),0,0,0.380000,0.440000,0.460000,0.510000,0.880000
稀释每股收益(元/股),0,0,0.380000,0.440000,0.460000,0.510000,0.880000
七、其他综合收益,7257.74,0,450711.62,272582.59,-586628.65,1043346.76,754168.79
八、综合收益总额,40096025.49,78862745.94,144144788.57,186595877.45,207515515.66,256437185.28,416018504.00
归属于母公司所有者的综合收益总额,31263209.45,70029929.90,131881552.57,170307789.64,187918772.58,234364752.79,403085296.45
归属于少数股东的综合收益总额,8832816.04,8832816.04,12263236.00,16288087.81,19596743.08,22072432.49,12933207.55
