,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20180930,20180630,20171231,20170630,20161231,20151231,20081231,19700101,
一、营业总收入,2982565338.28,1799198810.41,837022900.00,3848623414.21,2781709370.10,1646085055.57,823079400.00,3939537472.89,2914984800.00,1992931661.56,4557292754.67,2203434315.17,4148122112.68,3008519600.00,2093786245.00,0,
营业收入,2982565338.28,1799198810.41,837022900.00,3848623414.21,2781709370.10,1646085055.57,823079400.00,3725275606.27,2914984800.00,1992931661.56,4305999245.18,2203434315.17,4160259683.03,3008519600.00,2093786245.00,0,
二、营业总成本,2743882501.30,1678922225.14,0,3702893154.95,2688491622.85,1662864831.40,0,3552773511.76,2562739400.00,1719340748.45,3428687317.82,1625821802.10,3704182603.56,3621229100.00,2918258914.00,0,
营业成本,2341298368.20,1410368804.48,0,3192935103.68,2303276826.25,1441325261.56,0,2844700088.43,2190198000.00,1477224835.42,2547134280.50,1338289868.74,2943357123.10,2988438500.00,2139428590.00,0,
营业税金及附加,23808894.02,19873237.26,0,22754609.60,19398882.18,3838411.20,0,46219882.83,0,0,43593712.25,0,41593479.65,0,0,0,
销售费用,55681338.90,35298614.94,0,68473781.32,45028012.39,36803710.58,0,63507804.91,49395600.00,28960172.73,67155738.55,35173107.47,58583007.10,78755800.00,20236181.00,0,
管理费用,88758821.49,56004217.39,0,123458382.97,89473612.42,54475302.01,0,124906858.05,277792800.00,185394050.44,122292367.32,174837716.98,110175439.59,255504500.00,255540025.00,0,
财务费用,28970344.64,13698103.46,0,34170077.34,36416958.61,19978822.03,0,72659942.13,45353000.00,27761689.86,62893700.52,77521108.91,219394420.46,298528800.00,147964581.00,0,
研发费用,205364734.05,143679247.61,0,261101200.04,194897331.00,106443324.02,0,229580871.95,0,0,236764474.70,0,190482125.19,0,0,0,
资产减值损失,0,0,0,0,0,0,0,0,0,0,-11107369.57,0,171844832.55,1400.00,355089537.00,0,
公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-58889388.00,0,
投资收益,-2741907.07,-1563999.50,0,-70149.72,-1558540.61,-123435.02,0,-1480048.88,0,0,-3176678.92,0,-5136997.20,0,17333444.00,0,
其中:对联营企业和合营企业的投资收益,-2741907.07,-1563999.50,0,-70149.72,-1558540.61,0,0,-1480048.88,0,0,-3176678.92,0,-5136997.20,0,0,0,
汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
三、营业利润,141000876.28,58076202.07,26459500.00,253304493.92,75508602.18,7714756.45,9970800.00,311600569.30,383387700.00,299719861.87,1187606706.59,578096135.69,564003068.57,-612709500.00,-866028613.00,0,
加:营业外收入,1612035.35,233466.11,0,7474550.57,2119753.01,653258.13,0,10064246.70,7204000.00,4721494.92,6741408.84,13747528.60,15893440.36,31131400.00,17360945.00,0,
减：营业外支出,126524.28,37071.96,0,2737251.86,812350.42,812350.42,0,105037.25,103900.00,32393.88,560941.24,546279.12,99009.05,377900.00,1788056.00,0,
其中：非流动资产处置损失,0,37071.96,0,0,0,0,0,0,0,32071.52,535767.69,535690.54,101124.02,0,0,0,
四、利润总额,142486387.35,58272596.22,26528700.00,258041792.63,76816004.77,7555664.16,9966600.00,321559778.75,390487800.00,304408962.91,1193787174.19,591297385.17,579797499.88,-581956000.00,-850455724.00,0,
减：所得税费用,26922763.04,11805959.74,0,12941532.04,8957226.78,-19702631.62,0,32880947.45,11608900.00,780890.12,165986778.88,88874699.20,90427008.89,1081800.00,-154287924.00,0,
五、净利润,115563624.31,46466636.48,22652400.00,245100260.59,67858777.99,27258295.78,7389000.00,288678831.30,378878900.00,303628072.79,1027800395.31,502422685.97,489370490.99,-583037800.00,-696167800.00,0,
归属于母公司所有者的净利润,115563624.31,46466636.48,22652400.00,245100260.59,67858777.99,27258295.78,7389000.00,288678831.30,388060300.00,309720807.50,1027800395.31,506795756.48,489370490.99,-583117900.00,-696167800.00,0,
少数股东损益,0,0,0,0,0,0,0,-1442735.85,-9181400.00,-6092734.71,-5955709.47,-4373070.51,-1352525.46,80100.00,0,0,
基本每股收益(元/股),0.038000,0.015500,0,0.082000,0.023000,0,0,0.096000,0,0,0.343000,0,0.163000,0,0,0,
稀释每股收益(元/股),0.038000,0.015500,0,0.082000,0.020000,0,0,0.096000,0,0,0.343000,0,0.160000,0,0,0,
七、其他综合收益,-93577.72,0,0,-70200.40,-122807.82,0,0,-249498.75,-509300.00,-215921.27,-100725.23,-148600.00,306836.49,1103600.00,0,0,
八、综合收益总额,115470046.59,0,0,245030060.19,67735970.17,27258295.78,0,288429332.55,378369600.00,303412151.52,1027699670.08,502274100.00,489677327.48,-581934200.00,0,0,
归属于母公司所有者的综合收益总额,0,0,0,245030060.19,0,27258295.78,0,288429332.55,387800600.00,309610687.65,1027699670.08,506720000.00,403709287.58,-582135700.00,0,0,
归属于少数股东的综合收益总额,0,0,0,0,0,0,0,-1682450.33,-9431000.00,-6198536.13,-6052484.68,-4445900.00,-1955654.89,201500.00,0,0,
