,20141231,20151231,20161231,20171231,20181231,20191231
货币资金,49313160.00,78158026.14,194116656.01,146000502.39,151830151.62,86209815.06
交易性金融资产,0,0,0,0,0,0
衍生金融资产,0,0,0,0,0,0
应收票据及应收账款,0,0,222794025.88,408459186.95,536042311.03,461726814.17
应收票据,8120000.00,17490000.00,0,464800.00,738051.30,49818.39
应收账款,112418436.51,150737711.48,222794025.88,407994386.95,535304259.73,461676995.78
应收款项融资,0,0,0,0,0,580000.00
预付款项,19072946.99,13770866.92,8399383.59,6965892.67,4504858.32,12037776.97
其他应收款(合计),0,0,23061912.37,29063651.08,12482622.72,32653594.86
应收利息,0,0,0,0,0,0
应收股利,0,0,0,0,0,0
其他应收款,13748323.89,14306956.56,23061912.37,29063651.08,12482622.72,32653594.86
买入返售金融资产,0,0,0,0,0,0
存货,172581401.19,161247566.36,176256716.79,202783795.68,91094618.57,83331775.05
划分为持有待售的资产,0,0,0,0,0,0
一年内到期的非流动资产,8525872.96,16331956.55,12033600.00,54938472.78,101637863.25,97550705.83
待摊费用,0,0,0,0,0,0
待处理流动资产损益,0,0,0,0,0,0
其他流动资产,10811575.25,4886150.35,4897311.08,2504654.17,1868125.16,1647089.19
流动资产合计,394591716.79,456929234.36,641559605.72,850716155.72,899460550.67,775737571.13
发放贷款及垫款,0,0,0,0,0,0
可供出售金融资产,0,0,0,0,0,0
持有至到期投资,0,0,0,0,0,0
长期应收款,9211187.41,26705497.53,29632936.60,145614360.06,148265149.65,99312233.38
长期股权投资,0,0,0,0,0,8405308.53
投资性房地产,0,0,3205367.07,3023727.79,2842088.52,2660449.24
在建工程(合计),0,0,0,0,0,0
在建工程,0,0,0,0,0,0
工程物资,0,0,0,0,0,0
固定资产及清理(合计),0,0,6020642.50,7672793.47,8419954.61,6182347.99
固定资产净额,10298816.19,9673103.54,6020642.50,7672793.47,8419954.61,6182347.99
固定资产清理,0,0,0,0,0,0
生产性生物资产,0,0,0,0,0,0
公益性生物资产,0,0,0,0,0,0
油气资产,0,0,0,0,0,0
使用权资产,0,0,0,0,0,0
无形资产,25213.67,136789.04,1509793.19,1344204.71,1154559.78,11742895.81
开发支出,0,0,0,0,6494034.80,12594948.61
商誉,0,0,0,0,0,0
长期待摊费用,0,0,0,136122.21,827096.46,741754.99
递延所得税资产,2210838.21,3183018.30,5803843.22,12196626.35,15683204.67,17861891.43
其他非流动资产,0,0,0,0,0,0
非流动资产合计,21746055.48,39698408.41,46172582.58,169987834.59,183686088.49,159501829.98
资产总计,416337772.27,496627642.77,687732188.30,1020703990.31,1083146639.16,935239401.11
短期借款,10000000.00,24000000.00,26000000.00,62000000.00,150000000.00,70000000.00
交易性金融负债,0,0,0,0,0,0
应付票据及应付账款,0,0,207884352.70,404067350.04,384716670.03,317988688.66
应付票据,17185364.90,34591521.50,16223404.00,76940815.04,52686984.58,5042832.00
应付账款,94614318.79,89551323.03,191660948.70,327126535.00,332029685.45,312945856.66
预收款项,128576138.23,156836510.96,117624150.28,131383267.53,79050680.57,74117601.45
应付手续费及佣金,0,0,0,0,0,0
应付职工薪酬,3463239.55,2706858.67,2911968.07,4914982.22,5457934.20,5575504.91
应交税费,2804930.31,6417255.28,7709212.35,18697630.48,29458276.53,23159418.04
其他应付款(合计),0,0,8969220.35,4761374.46,28737957.55,22248887.19
应付利息,166320.00,161467.77,36564.13,91358.35,217990.87,209888.50
应付股利,0,0,0,0,0,0
其他应付款,2998699.88,2864761.99,8932656.22,4670016.11,28519966.68,22038998.69
预提费用,0,0,0,0,0,0
一年内的递延收益,0,0,0,0,0,0
应付短期债券,0,0,0,0,0,0
一年内到期的非流动负债,0,0,0,0,0,0
其他流动负债,0,0,0,0,0,0
流动负债合计,259809011.66,317129699.20,371098903.75,625824604.73,677421518.88,513090100.25
长期借款,0,0,0,0,0,0
应付债券,0,0,0,0,0,0
租赁负债,0,0,0,0,0,0
长期应付职工薪酬,0,0,0,0,0,0
长期应付款(合计),0,0,0,0,0,0
长期应付款,0,0,0,0,0,0
专项应付款,0,0,0,0,0,0
预计非流动负债,2191986.94,2091160.78,4473808.51,7286927.63,5457346.98,3853146.35
递延所得税负债,0,0,0,0,0,0
长期递延收益,7650000.00,5200000.00,7470000.00,7340000.00,5890000.00,350000.00
其他非流动负债,0,0,0,0,0,0
非流动负债合计,9841986.94,7291160.78,11943808.51,14626927.63,11347346.98,4203146.35
负债合计,269650998.60,324420859.98,383042712.26,640451532.36,688768865.86,517293246.60
实收资本(或股本),75000000.00,75000000.00,100000000.00,100000000.00,163251500.00,163251500.00
资本公积,28658784.32,29820195.57,94286074.21,94488504.48,55939808.05,65210791.12
减：库存股,0,0,0,0,20939660.00,13417740.00
其他综合收益,0,0,0,0,0,0
专项储备,0,0,0,0,0,0
盈余公积,3585408.17,4881194.82,7619849.11,11704994.76,11704994.76,11789805.64
一般风险准备,0,0,0,0,0,0
未分配利润,39442581.18,61617491.61,101476183.20,174058958.71,184513850.18,191111797.75
归属于母公司股东权益合计,146686773.67,171318882.00,303382106.52,380252457.95,394470492.99,417946154.51
少数股东权益,0,887900.79,1307369.52,0,-92719.69,0
所有者权益(或股东权益)合计,146686773.67,172206782.79,304689476.04,380252457.95,394377773.30,417946154.51
负债和所有者权益(或股东权益)总计,416337772.27,496627642.77,687732188.30,1020703990.31,1083146639.16,935239401.11
