,20200930,20200630,20200331,20191231,20190930,20190630,20181231,20171231,20161231,19700101,
货币资金,222141499.80,220321693.43,245449660.90,446893493.19,17966178.13,22349114.03,21405749.30,34844854.94,15958941.87,0,
交易性金融资产,174233750.00,181738750.00,180000000.00,0,0,0,0,0,0,0,
衍生金融资产,0,0,0,0,0,0,0,0,0,0,
应收票据及应收账款,252020852.32,207959995.85,213246093.13,178430501.72,175983984.98,185889130.40,112000631.74,98549608.35,66851792.14,0,
应收票据,129423482.03,58182191.94,70919256.61,57838456.11,75248186.93,74815372.25,68052632.15,20192103.80,19247530.24,0,
应收账款,122597370.29,149777803.91,142326836.52,120592045.61,100735798.05,111073758.15,97629380.47,78357504.55,47604261.90,0,
应收款项融资,0,0,0,0,0,0,0,0,0,0,
预付款项,8751175.10,4999933.90,8284359.51,4602275.66,7954318.10,6620701.13,8654235.08,4682849.47,905511.98,0,
其他应收款(合计),2713588.33,2114394.86,3028648.57,1337495.55,4866204.85,2813942.95,1866434.20,2350586.37,5427712.40,0,
应收利息,0,0,0,0,0,0,0,0,0,0,
应收股利,0,0,0,0,0,0,0,0,0,0,
其他应收款,0,2114394.86,0,1337495.55,0,2813942.95,1866434.20,2350586.37,5427712.40,0,
买入返售金融资产,0,0,0,0,0,0,0,0,0,0,
存货,177571736.24,168709797.88,181804127.71,150257304.63,148826110.53,158537711.74,134854270.50,95438045.86,36061493.64,0,
划分为持有待售的资产,0,0,0,0,0,0,0,0,0,0,
一年内到期的非流动资产,0,0,0,0,0,0,0,0,0,0,
待摊费用,0,0,0,0,0,0,0,0,0,0,
待处理流动资产损益,0,0,0,0,0,0,0,0,0,0,
其他流动资产,6317540.22,1616731.54,3203007.22,5632572.89,1806628.41,4570046.32,5130505.34,4140546.72,637656.54,0,
流动资产合计,843750142.01,787461297.46,835015897.04,787153643.64,357403425.00,380780646.57,337593207.04,240006491.70,125843108.57,0,
发放贷款及垫款,0,0,0,0,0,0,0,0,0,0,
可供出售金融资产,0,0,0,0,0,0,2500000.00,2500000.00,2100000.00,0,
持有至到期投资,0,0,0,0,0,0,0,0,0,0,
长期应收款,0,0,0,0,0,0,0,0,0,0,
长期股权投资,0,0,0,0,0,0,0,0,0,0,
投资性房地产,0,0,0,0,0,0,0,0,0,0,
在建工程(合计),37435652.96,34048691.12,33205281.38,31427161.07,16616471.90,21368884.92,12975093.57,18837732.58,29194031.67,0,
在建工程,0,34048691.12,0,31427161.07,0,21368884.92,12975093.57,18837732.58,29194031.67,0,
工程物资,0,0,0,0,0,0,0,0,0,0,
固定资产及清理(合计),244421899.45,209433091.18,199144245.55,196806604.81,187762168.45,184157958.96,177924165.17,142851571.73,117531531.30,0,
固定资产净额,0,209433091.18,0,196806604.81,0,184157958.96,177924165.17,142851571.73,117531531.30,0,
固定资产清理,0,0,0,0,0,0,0,0,0,0,
生产性生物资产,0,0,0,0,0,0,0,0,0,0,
公益性生物资产,0,0,0,0,0,0,0,0,0,0,
油气资产,0,0,0,0,0,0,0,0,0,0,
使用权资产,0,0,0,0,0,0,0,0,0,0,
无形资产,32844430.83,32988946.20,32957768.64,33179450.49,33199977.94,33423030.04,33802173.19,34558538.49,35212938.04,0,
开发支出,0,0,0,0,0,0,0,0,0,0,
商誉,0,0,0,0,0,0,0,0,0,0,
长期待摊费用,22758.81,31655.95,56912.32,131105.19,268077.51,415486.77,694100.26,756038.64,548581.64,0,
递延所得税资产,6013366.54,6165975.92,4913690.87,5049965.65,3911389.99,4411898.51,4752828.27,3747885.14,2164174.11,0,
其他非流动资产,20081011.77,24162364.91,17128736.20,12109633.44,17606695.83,7274436.56,7067565.23,9445116.89,572679.82,0,
非流动资产合计,344899120.36,310910725.28,291486634.96,281203920.65,261864781.61,253551695.76,239715925.69,212696883.47,187323936.58,0,
资产总计,1188649262.37,1098372022.74,1126502532.00,1068357564.29,619268206.61,634332342.33,577309132.73,452703375.17,313167045.15,0,
短期借款,104750000.00,59750000.00,90036285.00,75230000.00,99221783.40,117711783.40,89574711.03,27100000.00,71000000.00,0,
交易性金融负债,0,0,0,0,0,0,0,0,0,0,
