,20141231,20141231,20151231,20161231,20171231,20181231,20191231
货币资金,462859978.50,462859978.50,590949322.37,459937093.23,760122985.86,539414155.53,781669616.01
交易性金融资产,0,0,0,0,0,0,0
衍生金融资产,0,0,0,0,0,0,0
应收票据及应收账款,1444301959.11,0,1401214080.02,1807856124.28,1849000893.23,1556897354.10,1245495906.60
应收票据,481691650.72,481691650.72,509094618.34,418012731.46,735361176.76,422901854.74,163689870.40
应收账款,962610308.39,1007740163.54,892119461.68,1389843392.82,1113639716.47,1133995499.36,1081806036.20
应收款项融资,0,0,0,0,0,0,459554174.83
预付款项,17460658.64,17460658.64,21821457.36,18300476.20,24315213.03,28702243.12,22382193.24
其他应收款(合计),41296881.99,0,43365004.03,47849043.95,47462083.90,22490331.32,32572851.81
应收利息,0,0,0,0,0,0,0
应收股利,0,0,1681842.40,0,0,0,0
其他应收款,41296881.99,43682755.47,41683161.63,47849043.95,47462083.90,22490331.32,32572851.81
买入返售金融资产,0,0,0,0,0,0,0
存货,549676807.30,549676807.30,427673288.07,525134109.29,451834909.76,590180335.40,539982793.07
划分为持有待售的资产,0,0,0,0,0,0,0
一年内到期的非流动资产,0,0,0,0,0,0,0
待摊费用,0,0,0,0,0,0,0
待处理流动资产损益,0,0,0,0,0,0,0
其他流动资产,170965319.83,170965319.83,120480759.70,149677759.04,486815989.11,504181272.39,240591112.15
流动资产合计,2686561605.37,2734077334.00,2605503911.55,3008754605.99,3619552074.89,3241865691.86,3322248647.71
发放贷款及垫款,0,0,0,0,0,0,0
可供出售金融资产,0,0,0,0,0,0,0
持有至到期投资,0,0,0,0,0,0,0
长期应收款,0,0,0,0,0,0,0
长期股权投资,136095219.89,136095219.89,88433807.41,78779597.54,80853710.09,90105243.44,124003167.76
投资性房地产,47363062.97,47363062.97,52757343.15,47392414.57,45711721.77,44574207.83,42738895.50
在建工程(合计),35522191.15,0,42509620.70,31697613.76,56670579.48,96357217.37,41307919.39
在建工程,35522191.15,35522191.15,42509620.70,31697613.76,56670579.48,96357217.37,41307919.39
工程物资,0,0,0,0,0,0,0
固定资产及清理(合计),835380805.86,0,798099535.09,800878636.28,797513953.48,877378767.32,957829896.53
固定资产净额,835380805.86,835380805.86,798099535.09,800878636.28,797513953.48,877378767.32,957829896.53
固定资产清理,0,0,0,0,0,0,0
生产性生物资产,0,0,0,0,0,0,0
公益性生物资产,0,0,0,0,0,0,0
油气资产,0,0,0,0,0,0,0
使用权资产,0,0,0,0,0,0,0
无形资产,75340454.04,75340454.04,71505355.11,69862266.28,72953480.33,83048657.20,83875586.77
开发支出,0,0,0,0,0,0,0
商誉,10294753.50,10294753.50,10933029.00,11673355.50,10908625.50,11434410.00,11689929.00
长期待摊费用,4838495.16,4838495.16,2465704.93,2200107.03,1773925.11,2010285.13,3315022.39
递延所得税资产,27255985.76,19132473.98,27926914.73,33578238.89,35493507.44,73401671.79,105582606.64
其他非流动资产,7853249.83,7853249.83,13981792.72,18777818.42,39539404.51,26724486.16,9546224.39
非流动资产合计,1179944218.16,1171820706.38,1108613102.84,1094840048.27,1141418907.71,1305034946.24,1379889248.37
资产总计,3866505823.53,3905898040.38,3714117014.39,4103594654.26,4760970982.60,4546900638.10,4702137896.08
短期借款,214165000.00,214165000.00,200189200.00,9500000.00,0,0,10000000.00
交易性金融负债,0,0,0,0,0,0,0
应付票据及应付账款,821214247.84,0,744696573.86,1018997494.95,960707500.38,838844252.81,933005809.35
应付票据,165144899.44,165144899.44,208383581.85,221938036.98,303690995.92,207001562.61,450271821.34
应付账款,656069348.40,656069348.40,536312992.01,797059457.97,657016504.46,631842690.20,482733988.01
预收款项,31221484.12,31221484.12,36873018.92,55425674.06,34370358.51,41254482.11,54812898.24
应付手续费及佣金,0,0,0,0,0,0,0
应付职工薪酬,113478793.01,113478793.01,99565590.43,120041420.34,99538550.04,88351291.50,100168481.54
应交税费,74751006.27,74751006.27,14741146.98,73007309.28,13060403.02,7331105.43,5446314.38
其他应付款(合计),80741518.53,0,72993642.29,110624733.99,93667034.96,103575336.96,82065875.17
应付利息,3501607.59,3501607.59,2610652.00,375474.31,0,0,0
应付股利,1269558.92,1269558.92,0,0,0,0,0
其他应付款,75970352.02,75970352.02,70382990.29,110249259.68,93667034.96,103575336.96,82065875.17
预提费用,0,0,0,0,0,0,0
一年内的递延收益,0,0,0,0,0,0,0
应付短期债券,0,0,0,0,0,0,0
一年内到期的非流动负债,257882179.58,257882179.58,9785642.41,260755624.57,5342857.87,0,0
其他流动负债,0,0,0,0,0,0,0
流动负债合计,1593454229.35,1593454229.35,1178844814.89,1648352257.19,1206686704.78,1079356468.81,1185499378.68
长期借款,61190000.00,61190000.00,250000000.00,0,0,0,0
应付债券,0,0,0,0,0,0,0
租赁负债,0,0,0,0,0,0,0
长期应付职工薪酬,0,0,0,0,0,0,0
长期应付款(合计),0,0,0,0,0,0,0
长期应付款,0,0,0,0,0,0,0
专项应付款,0,0,0,0,0,0,0
预计非流动负债,52136660.01,52136660.01,49820895.12,55815752.23,30771141.40,20143778.25,24771570.23
递延所得税负债,83194.83,83194.83,0,0,0,0,0
长期递延收益,19291051.50,19291051.50,31804992.35,22549367.47,26939687.50,44252450.89,48999187.29
其他非流动负债,0,0,0,0,0,0,0
非流动负债合计,132700906.34,132700906.34,331625887.47,78365119.70,57710828.90,64396229.14,73770757.52
负债合计,1726155135.69,1726155135.69,1510470702.36,1726717376.89,1264397533.68,1143752697.95,1259270136.20
实收资本(或股本),400000000.00,400000000.00,400000000.00,400000000.00,473100000.00,473100000.00,473100000.00
资本公积,7816274.48,7816274.48,7816274.48,7816274.48,875576274.48,875576274.48,875576274.48
减：库存股,0,0,0,0,0,0,33435430.38
其他综合收益,-38528658.83,-38576349.91,-37801626.71,-36002290.74,-44748870.93,-36961072.05,-37652902.10
专项储备,0,0,0,0,0,0,0
盈余公积,61784856.54,61820963.81,85941581.94,125165828.49,146263120.36,157961088.77,161636782.92
一般风险准备,0,0,0,0,0,0,0
未分配利润,1702735594.23,1738510869.96,1739755194.25,1875536379.67,2044489498.65,1931151855.69,2001774815.66
归属于母公司股东权益合计,2133808066.42,2169571758.34,2195711423.96,2372516191.90,3494680022.56,3400828146.89,3440999540.58
少数股东权益,6542621.42,10171146.35,7934888.07,4361085.47,1893426.36,2319793.26,1868219.30
所有者权益(或股东权益)合计,2140350687.84,2179742904.69,2203646312.03,2376877277.37,3496573448.92,3403147940.15,3442867759.88
负债和所有者权益(或股东权益)总计,3866505823.53,3905898040.38,3714117014.39,4103594654.26,4760970982.60,4546900638.10,4702137896.08
