,20141231,20141231,20151231,20161231,20171231,20181231,20191231
一、营业总收入,4558773421.84,4558773421.84,4144889048.28,4246898962.56,4165848008.29,3468780535.04,3383409896.94
营业收入,4558773421.84,4558773421.84,4144889048.28,4246898962.56,4165848008.29,3468780535.04,3383409896.94
二、营业总成本,4327000485.33,4323053280.13,3931278311.45,3935575328.46,3909050862.00,3532463075.25,3289153247.18
营业成本,3625760780.61,3625760780.61,3274133607.79,3236450318.70,3230990842.64,2758563285.71,2624476902.41
营业税金及附加,24800176.16,24800176.16,31783287.00,35694587.87,22990480.97,24342548.57,20447732.43
销售费用,255685999.02,255685999.02,200912625.46,195941063.17,174988996.69,200753245.52,197326184.46
管理费用,381646638.25,381646638.25,358639401.48,397791487.31,440721997.20,142535828.85,138255984.85
财务费用,15703634.70,15703634.70,36697391.92,5881509.47,34169352.49,-14816499.47,-4353776.27
研发费用,0,0,0,0,0,362544741.21,313000219.30
资产减值损失,23403256.59,19456051.39,29111997.80,63816361.94,5189192.01,58539924.86,0
公允价值变动收益,0,0,0,0,0,0,0
投资收益,22240404.30,22240404.30,-23991706.40,17217729.86,21756544.85,31825734.72,22864140.70
其中:对联营企业和合营企业的投资收益,19676945.10,19676945.10,-32883942.16,12366807.26,17766107.86,12560209.38,11711108.66
汇兑收益,0,0,0,0,0,0,0
三、营业利润,254013340.81,257960546.01,189619030.43,328541363.96,305057783.74,-7479625.01,52422442.40
加:营业外收入,28796098.15,28796098.15,27738699.35,20870372.91,2296222.95,3557115.94,3359451.05
减：营业外支出,4856409.08,4856409.08,6960146.54,10392690.58,2782769.57,7110487.01,6292831.06
其中：非流动资产处置损失,2308224.84,2308224.84,6424799.20,9461782.44,0,0,0
四、利润总额,277953029.88,281900235.08,210397583.24,339019046.29,304571237.12,-11032996.08,49489062.39
减：所得税费用,36834970.60,37417935.72,27436074.40,47343662.89,25189483.07,-29056252.80,-24527547.18
五、净利润,241118059.28,244482299.36,182961508.84,291675383.40,279381754.05,18023256.72,74016609.57
归属于母公司所有者的净利润,238792438.86,242687146.40,181176325.42,295005431.97,280050410.85,16635325.45,74491792.16
少数股东损益,2325620.42,1795152.96,1785183.42,-3330048.57,-668656.80,1387931.27,-475182.59
基本每股收益(元/股),0.600000,0.610000,0.450000,0.740000,0.680000,0.040000,0.160000
稀释每股收益(元/股),0,0,0,0,0.680000,0.040000,0.160000
七、其他综合收益,3305755.92,3315094.24,809675.35,1888901.94,-8854197.90,7793830.51,3133555.40
八、综合收益总额,244423815.20,247797393.60,183771184.19,293564285.34,270527556.15,25817087.23,77150164.97
归属于母公司所有者的综合收益总额,242092287.17,245995608.59,181903357.54,296804767.94,271303830.66,24423124.33,77601738.93
归属于少数股东的综合收益总额,2331528.03,1801785.01,1867826.65,-3240482.60,-776274.51,1393962.90,-451573.96
