,20141231,20141231,20151231,20151231,20161231,20161231,20171231,20181231,20191231
一、营业总收入,1555284920.88,1555284920.88,1736544614.59,1736544614.59,1936060509.85,1936060509.85,2189211098.29,2537127359.07,3028699725.72
营业收入,1555284920.88,1555284920.88,1736544614.59,1736544614.59,1936060509.85,1936060509.85,2189211098.29,2537127359.07,3028699725.72
二、营业总成本,1260943815.68,1260943815.68,1434097658.67,1434097658.67,1587759118.36,1587759118.36,1787547692.33,2094130594.22,2571845463.87
营业成本,731049091.48,731049091.48,828143436.97,828143436.97,911030167.12,911030167.12,1025648849.78,1150437017.68,1431028789.71
营业税金及附加,36257898.30,36257898.30,38692721.44,38692721.44,30093894.95,30093894.95,24749818.49,26243224.33,26710009.51
销售费用,342155923.09,342155923.09,411348898.41,411348898.41,474881694.24,474881694.24,550615999.76,657913901.04,778680874.11
管理费用,153403828.45,153403828.45,160844198.35,160844198.35,176855461.55,176855461.55,200571441.85,230577221.27,300007439.10
财务费用,-4878062.66,-4878062.66,-6477519.66,-6477519.66,-8618394.19,-8618394.19,-15399421.44,-22772869.41,-25918661.00
研发费用,0,0,0,0,0,0,0,48472394.93,61337012.44
资产减值损失,2955137.02,2955137.02,1545923.16,1545923.16,3516294.69,3516294.69,1361003.89,3259704.38,0
公允价值变动收益,0,0,0,0,0,0,0,0,0
投资收益,2134357.13,2134357.13,2194042.73,2194042.73,2419308.82,2419308.82,4284101.57,12601716.54,5982889.75
其中:对联营企业和合营企业的投资收益,2134357.13,2134357.13,2194042.73,2194042.73,2419308.82,2419308.82,2055375.54,1073232.42,1511897.95
汇兑收益,0,0,0,0,0,0,0,0,0
三、营业利润,296475462.33,296475462.33,304640998.65,304640998.65,350720700.31,350720700.31,414109791.66,459578144.34,465851081.52
加:营业外收入,1620759.71,1620759.71,8684976.19,8684976.19,7712222.40,7712222.40,2494937.49,7530481.81,2581105.39
减：营业外支出,802782.50,802782.50,1307087.52,1307087.52,3710201.97,3710201.97,992807.20,2676691.62,1416370.95
其中：非流动资产处置损失,488463.00,488463.00,406272.20,406272.20,1492520.14,1492520.14,0,0,0
四、利润总额,297293439.54,297293439.54,312018887.32,312018887.32,354722720.74,354722720.74,415611921.95,464431934.53,467015815.96
减：所得税费用,73741003.85,73741003.85,80431356.73,80431356.73,88943839.50,88943839.50,73868586.44,81070710.37,83577512.13
五、净利润,223552435.69,223552435.69,231587530.59,231587530.59,265778881.24,265778881.24,341743335.51,383361224.16,383438303.83
归属于母公司所有者的净利润,225035109.81,225035109.81,234632940.60,234632940.60,266715969.55,266715969.55,340371146.46,383909013.46,384133694.57
少数股东损益,-1482674.12,-1482674.12,-3045410.01,-3045410.01,-937088.31,-937088.31,1372189.05,-547789.30,-695390.74
基本每股收益(元/股),0.640000,0.640000,0.660000,0.660000,0.750000,0.750000,0.898100,0.950300,0.950800
稀释每股收益(元/股),0.640000,0.640000,0.660000,0.660000,0.750000,0.750000,0.898100,0.950300,0.950800
七、其他综合收益,0,0,0,0,0,0,0,0,277653.26
八、综合收益总额,223552435.69,223552435.69,231587530.59,231587530.59,265778881.24,265778881.24,341743335.51,383361224.16,383715957.09
归属于母公司所有者的综合收益总额,225035109.81,225035109.81,234632940.60,234632940.60,266715969.55,266715969.55,340371146.46,383909013.46,384411347.83
归属于少数股东的综合收益总额,-1482674.12,-1482674.12,-3045410.01,-3045410.01,-937088.31,-937088.31,1372189.05,-547789.30,-695390.74
