,20200930,20200630,20200331,20191231,20181231,20171231,20141231,20131231,19700101,
货币资金,565107929.85,0,0,103512628.51,45315447.69,40999004.78,4666749.24,4121680.87,0,
交易性金融资产,1822281898.64,0,0,0,0,0,0,0,0,
衍生金融资产,0,0,0,0,0,0,0,0,0,
应收票据及应收账款,115342124.59,0,0,99865929.11,14707557.04,12474596.74,0,0,0,
应收票据,60000.00,0,0,70000.00,0,0,0,0,0,
应收账款,115282124.59,0,0,99795929.11,14707557.04,12474596.74,4116082.76,3273677.17,0,
应收款项融资,0,0,0,0,0,0,0,0,0,
预付款项,5498636.59,0,0,10261651.18,437822.47,373764.05,106850.00,0,0,
其他应收款(合计),4927558.19,0,0,719693.50,91517.02,252893.59,0,0,0,
应收利息,0,0,0,0,0,0,0,0,0,
应收股利,0,0,0,0,0,0,0,0,0,
其他应收款,0,0,0,0,0,0,439386.07,625174.96,0,
买入返售金融资产,0,0,0,0,0,0,0,0,0,
存货,65343112.54,0,0,50217815.02,20509658.53,29516254.28,10006996.65,7122441.82,0,
划分为持有待售的资产,0,0,0,0,0,0,0,0,0,
一年内到期的非流动资产,0,0,0,0,0,0,0,0,0,
待摊费用,0,0,0,0,0,0,0,0,0,
待处理流动资产损益,0,0,0,0,0,0,0,0,0,
其他流动资产,4803154.01,0,0,790354.53,8814.24,0,8000000.00,542977.21,0,
流动资产合计,2583304414.41,0,0,265368071.85,81070816.99,83616513.44,27336064.72,15685952.03,0,
发放贷款及垫款,0,0,0,0,0,0,0,0,0,
可供出售金融资产,0,0,0,0,0,0,0,0,0,
持有至到期投资,0,0,0,0,0,0,0,0,0,
长期应收款,1582415.75,0,0,1183792.35,822517.45,480564.03,0,0,0,
长期股权投资,0,0,0,0,0,0,0,0,0,
投资性房地产,0,0,0,0,0,0,0,0,0,
在建工程(合计),859081.43,0,0,1010840.95,0,0,0,0,0,
在建工程,0,0,0,0,0,0,0,0,0,
工程物资,0,0,0,0,0,0,0,0,0,
固定资产及清理(合计),18261774.11,0,0,7129687.93,2271785.66,1017708.88,0,0,0,
固定资产净额,0,0,0,7129687.93,2271785.66,1017708.88,122369.78,109175.93,0,
固定资产清理,0,0,0,0,0,0,0,0,0,
生产性生物资产,0,0,0,0,0,0,0,0,0,
公益性生物资产,0,0,0,0,0,0,0,0,0,
油气资产,0,0,0,0,0,0,0,0,0,
使用权资产,0,0,0,0,0,0,0,0,0,
无形资产,5313900.32,0,0,7253274.65,285726.58,132030.69,0,0,0,
开发支出,0,0,0,0,0,0,0,0,0,
商誉,0,0,0,0,0,0,0,0,0,
长期待摊费用,1301936.65,0,0,1526755.75,747221.00,175573.29,351199.23,0,0,
递延所得税资产,3115997.57,0,0,2466755.71,0,0,0,0,0,
其他非流动资产,1193745.13,0,0,0,0,0,0,0,0,
非流动资产合计,31628850.96,0,0,20571107.34,4127250.69,1805876.89,473569.01,109175.93,0,
资产总计,2614933265.37,429174900.00,324668100.00,285939179.19,85198067.68,85422390.33,27809633.73,15795127.96,0,
短期借款,0,0,0,0,0,0,0,0,0,
交易性金融负债,0,0,0,0,0,0,0,0,0,
