,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20171231,19700101,
一、营业总收入,157529957.92,87203426.05,11552600.00,443938465.82,110185776.26,97990508.48,14246700.00,117025238.76,7843274.14,0,
营业收入,157529957.92,87203426.05,11552600.00,443938465.82,110185776.26,97990508.48,14246700.00,117025238.76,7843274.14,0,
二、营业总成本,607708070.11,371783329.98,0,1757599595.18,790488305.87,188200337.87,0,288940221.55,400689719.95,0,
营业成本,55594210.62,19506928.61,0,141225372.44,15058298.75,13601771.52,0,117141.89,3000.00,0,
营业税金及附加,1711045.76,1252407.35,0,2550349.44,1088219.79,696819.31,0,1116731.87,107691.24,0,
销售费用,24756379.95,13425994.10,0,19013061.90,7444365.01,3844176.61,0,6215957.88,120000.00,0,
管理费用,100143336.10,63163104.58,0,1056078874.58,443780805.69,39443460.88,0,44075626.99,372041386.95,0,
财务费用,-7680444.41,-2957291.51,0,-4313447.33,-3113654.75,-2071923.39,0,-2697080.49,-1444211.41,0,
研发费用,433183542.09,277392186.85,0,543045384.15,326230271.38,132686032.94,0,240111843.41,29861853.17,0,
资产减值损失,0,0,0,0,0,0,0,0,0,0,
公允价值变动收益,0,0,0,0,0,0,0,-913737.40,913737.40,0,
投资收益,93701950.87,65486675.92,0,103975338.16,70311423.63,44779814.43,0,62381326.90,2992160.45,0,
其中:对联营企业和合营企业的投资收益,67774.77,45899.80,0,-8.92,0,0,0,0,0,0,
汇兑收益,0,0,0,0,0,0,0,0,0,0,
三、营业利润,-309511044.44,-201860324.45,-108357600.00,-1178317192.50,-585190553.99,-30800177.42,-22706300.00,-41331484.21,-380700413.24,0,
加:营业外收入,767.83,767.83,0,0,0,0,0,285613.79,0,0,
减：营业外支出,1937.24,0,0,808138.93,629645.62,0,0,636.95,0,0,
其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,
四、利润总额,-309512213.85,-201859556.62,-108357600.00,-1179125331.43,-585820199.61,-30800177.42,-22706300.00,-41046507.37,-380700413.24,0,
减：所得税费用,0,0,0,0,204.41,204.41,0,0,0,0,
五、净利润,-309512213.85,-201859556.62,-108357600.00,-1179125331.43,-585820404.02,-30800381.83,-22706500.00,-41046507.37,-380700413.24,0,
归属于母公司所有者的净利润,-309512213.85,-201859556.62,-108357600.00,-1178985649.53,-585820052.77,-30800381.83,-22706500.00,-41046507.37,-380700413.24,0,
少数股东损益,0,0,0,-139681.90,-351.25,0,0,0,0,0,
基本每股收益(元/股),-0.840000,-0.560000,0,-3.270000,0,0,0,0,0,0,
稀释每股收益(元/股),-0.840000,-0.560000,0,-3.270000,0,0,0,0,0,0,
七、其他综合收益,0,0,0,0,0,0,0,0,0,0,
八、综合收益总额,-309512213.85,-201859556.62,0,-1179125331.43,-585820404.02,-30800381.83,0,-41046507.37,-380700413.24,0,
归属于母公司所有者的综合收益总额,-309512213.85,-201859556.62,0,-1178985649.53,-585820052.77,-30800381.83,0,-41046507.37,-380700413.24,0,
归属于少数股东的综合收益总额,0,0,0,-139681.90,-351.25,0,0,0,0,0,
