,20200930,20200630,20200331,20191231,20190930,20190630,20190331,20181231,20171231,20161231,20150630,20141231,20131231,20121231,19700101,
一、营业总收入,225128398.73,138766300.00,44784300.00,380518492.49,252263369.02,166560063.93,51292300.00,350055212.06,322081855.06,290375316.85,97348499.08,217825730.45,211599442.11,188864826.67,0,
营业收入,225128398.73,138766300.00,44784300.00,380518492.49,252263369.02,166560100.00,51292300.00,350055212.06,322081855.06,290375316.85,97348499.08,217825730.45,211599442.11,188864826.67,0,
二、营业总成本,180929974.58,0,0,307260775.41,206701919.21,136608774.68,0,279608991.19,254916721.47,240250186.50,79377645.62,181499578.44,173740095.30,158987770.19,0,
营业成本,114090603.87,0,0,204293602.31,133328282.84,89529674.45,0,180529125.78,154663891.17,143279099.29,45316474.13,109216209.79,104038471.93,97339261.46,0,
营业税金及附加,1666944.67,0,0,2894739.44,2264459.58,1257283.41,0,3184100.21,2831412.95,3049470.01,868221.46,2801569.11,1674245.13,1539047.79,0,
销售费用,32966907.95,0,0,56284002.50,42168378.87,27054305.37,0,59869588.74,61727358.11,59533814.43,21382326.28,44029429.82,41834923.56,38088653.11,0,
管理费用,13744387.05,0,0,19737523.76,14786810.05,9514161.72,0,22637363.47,21565407.49,20963757.29,12487024.22,25687469.46,24840539.47,22055339.55,0,
财务费用,-504569.09,0,0,-1800489.14,-1382922.69,-1009424.47,0,21301.67,279269.53,-1541545.95,-1013810.80,-397975.27,228550.07,-141911.56,0,
研发费用,18965700.13,0,0,25851396.54,15536910.56,9146114.88,0,13367511.32,13849382.22,15033669.97,0,0,0,0,0,
资产减值损失,0,0,0,0,0,451865.17,0,0,0,-68078.54,337410.33,162875.53,1123365.14,107379.84,0,
公允价值变动收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
投资收益,0,0,0,0,0,0,0,0,0,-313.13,-12197.06,988.38,53037.77,320219.92,0,
其中:对联营企业和合营企业的投资收益,0,0,0,0,0,0,0,0,0,0,-12197.06,-57360.35,-95794.58,-59695.09,0,
汇兑收益,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
三、营业利润,44552865.11,25977600.00,1812400.00,73513753.66,46078818.67,31098500.00,3038800.00,63967892.80,62669211.30,50131336.78,17958656.40,36327140.39,37912384.58,30197276.40,0,
加:营业外收入,485390.03,0,0,254213.93,44669.93,38358.93,0,5995793.58,228352.71,3312687.44,199085.25,311427.13,2392208.55,170463.49,0,
减：营业外支出,2116628.46,0,0,105699.08,36113.32,12988.73,0,36449.30,136295.83,139520.34,9650.00,87169.95,61068.08,120193.73,0,
其中：非流动资产处置损失,0,0,0,0,0,0,0,0,0,0,250.00,16721.66,16757.16,59049.80,0,
四、利润总额,42921626.68,24101200.00,-156600.00,73662268.51,46087375.28,31123900.00,3033500.00,69927237.08,62761268.18,53304503.88,18148091.65,36551397.57,40243525.05,30247546.16,0,
减：所得税费用,6634732.36,0,0,11979180.46,6697955.60,5242052.21,0,9987609.63,13330864.62,7781056.94,3870602.55,7249873.68,7494523.21,5957076.11,0,
五、净利润,36286894.32,19514600.00,-389400.00,61683088.05,39389419.68,25881800.00,3092700.00,59939627.45,49430403.56,45523446.94,14277489.10,29301523.89,32749001.84,24290470.05,0,
归属于母公司所有者的净利润,36269703.32,19567000.00,-319600.00,61323603.30,39380734.66,25868000.00,3285600.00,59816132.17,49071041.52,45523446.94,14277489.10,29301523.89,32781685.88,25026651.41,0,
少数股东损益,17191.00,0,0,359484.75,8685.02,13802.23,0,123495.28,359362.04,0,0,0,-32684.04,-736181.36,0,
基本每股收益(元/股),0.700000,0,0,1.230000,0.790000,0.520000,0,1.200000,0.980000,0.910000,0.290000,0.590000,0.810000,1.150000,0,
稀释每股收益(元/股),0.700000,0,0,1.230000,0.790000,0.520000,0,1.200000,0.980000,0.910000,0.290000,0.590000,0.810000,1.150000,0,
七、其他综合收益,-2740660.81,0,0,2423593.33,3489528.16,341363.82,0,3858654.37,-5040950.49,4000132.84,34657.84,64370.56,-473862.38,-25089.39,0,
八、综合收益总额,33546233.51,0,0,64106681.38,42878947.84,26223188.97,0,63798281.82,44389453.07,49523579.78,14312146.94,29365894.45,32275139.46,24265380.66,0,
归属于母公司所有者的综合收益总额,33529042.51,0,0,63747196.63,42870262.82,26209386.74,0,63674786.54,44030091.03,49523579.78,14312146.94,29365894.45,32307823.50,25001562.02,0,
归属于少数股东的综合收益总额,17191.00,0,0,359484.75,8685.02,13802.23,0,123495.28,359362.04,0,0,0,-32684.04,-736181.36,0,
