,20200930,20200630,20200331,20191231,20190630,20181231,20171231,20161231,19700101,
货币资金,522975559.49,733816985.51,261346816.86,767845584.81,513710900.00,465591600.00,133481500.00,93591800.00,0,
交易性金融资产,0,0,0,0,0,0,0,0,0,
衍生金融资产,0,0,0,0,0,0,0,0,0,
应收票据及应收账款,1637146773.08,1413249614.69,1192820202.47,1049295714.68,1084352400.00,983995100.00,956431000.00,825463900.00,0,
应收票据,37094191.91,22232395.84,11114777.41,23299472.70,30814200.00,186030200.00,130321000.00,32763200.00,0,
应收账款,1600052581.17,1391017218.85,1181705425.06,1025996241.98,1053538200.00,797964900.00,826110000.00,792700700.00,0,
应收款项融资,122460093.76,131375053.03,78538792.66,119212063.05,107053700.00,0,0,0,0,
预付款项,27541599.13,3613688.26,51500837.72,12072957.09,8451800.00,10493200.00,5397600.00,4157200.00,0,
其他应收款(合计),29339734.05,28103970.43,20753348.82,20189809.89,15622300.00,16292100.00,11059100.00,4905600.00,0,
应收利息,0,0,0,0,0,0,0,0,0,
应收股利,0,0,0,0,0,0,0,0,0,
其他应收款,0,0,20753348.82,20189809.89,0,0,0,0,0,
买入返售金融资产,0,0,0,0,0,0,0,0,0,
存货,1967810793.50,1337304236.23,1245318344.79,829906538.07,866317700.00,628799300.00,603608200.00,469247200.00,0,
划分为持有待售的资产,0,0,0,0,0,0,0,0,0,
一年内到期的非流动资产,2902275.14,1444231.77,2005082.23,1962329.19,1876800.00,0,0,0,0,
待摊费用,0,0,0,0,0,0,0,0,0,
待处理流动资产损益,0,0,0,0,0,0,0,0,0,
其他流动资产,85953665.80,75774078.29,58416364.55,36655105.88,42777800.00,18033200.00,1453400.00,734200.00,0,
流动资产合计,4681173710.52,3947835631.26,3173585523.48,2837140102.66,2640163500.00,2123204600.00,1711430700.00,1398100000.00,0,
发放贷款及垫款,0,0,0,0,0,0,0,0,0,
可供出售金融资产,0,0,0,0,0,0,0,0,0,
持有至到期投资,0,0,0,0,0,0,0,0,0,
长期应收款,0,8025091.91,7274634.46,7100244.78,6764000.00,11779800.00,6591300.00,4527400.00,0,
长期股权投资,0,0,0,0,0,0,78100.00,94600.00,0,
投资性房地产,5327346.36,5420565.12,5513783.88,5607957.68,5800100.00,5992300.00,2145300.00,2299300.00,0,
在建工程(合计),23513728.16,9166366.93,1429895.14,882185.82,31997700.00,90868400.00,4891700.00,43768300.00,0,
在建工程,0,0,1429895.14,882185.82,0,0,0,0,0,
工程物资,0,0,0,0,0,0,0,0,0,
固定资产及清理(合计),585148566.30,579639371.30,574261256.87,572300605.22,488357600.00,376885500.00,350817000.00,299500300.00,0,
固定资产净额,0,0,574261256.87,572300605.22,0,0,0,0,0,
